"시도별(17개)","규모별","산업분류별","시점","현원[명]","구인인원[명]","채용인원[명]","미충원인원[명]","부족인원[명]","채용계획인원[명]","부족률[%]",
"전국","5규모(300인이상)","C14 의복, 의복 액세서리 및 모피제품 제조업","2023. 1/2","6242","330","325","5","138","132","2.2",
"전국","5규모(300인이상)","C14 의복, 의복 액세서리 및 모피제품 제조업","2023. 2/2","5268","221","186","35","117","117","2.2",
"전국","5규모(300인이상)","C15 가죽, 가방 및 신발 제조업","2023. 1/2","375","46","46","0","0","0","0",
"전국","5규모(300인이상)","C15 가죽, 가방 및 신발 제조업","2023. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","C16 목재 및 나무제품 제조업; 가구 제외","2023. 1/2","477","9","9","0","5","5","1",
"전국","5규모(300인이상)","C16 목재 및 나무제품 제조업; 가구 제외","2023. 2/2","488","28","28","0","0","0","0",
"전국","5규모(300인이상)","C17 펄프, 종이 및 종이제품 제조업","2023. 1/2","2955","36","36","0","16","16",".5",
"전국","5규모(300인이상)","C17 펄프, 종이 및 종이제품 제조업","2023. 2/2","2959","24","24","0","17","17",".6",
"전국","5규모(300인이상)","C18 인쇄 및 기록매체 복제업","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","C18 인쇄 및 기록매체 복제업","2023. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","C19 코크스, 연탄 및 석유정제품 제조업","2023. 1/2","10218","363","363","0","25","45",".2",
"전국","5규모(300인이상)","C19 코크스, 연탄 및 석유정제품 제조업","2023. 2/2","10396","102","92","10","318","351","3",
"전국","5규모(300인이상)","C20 화학 물질 및 화학제품 제조업; 의약품 제외","2023. 1/2","30805","735","695","40","330","352","1.1",
"전국","5규모(300인이상)","C20 화학 물질 및 화학제품 제조업; 의약품 제외","2023. 2/2","31411","651","637","14","419","463","1.3",
"전국","5규모(300인이상)","C21 의료용 물질 및 의약품 제조업","2023. 1/2","20600","874","829","45","213","482","1",
"전국","5규모(300인이상)","C21 의료용 물질 및 의약품 제조업","2023. 2/2","20596","777","656","121","349","740","1.7",
"전국","5규모(300인이상)","C22 고무 및 플라스틱제품 제조업","2023. 1/2","23726","469","414","55","223","223",".9",
"전국","5규모(300인이상)","C22 고무 및 플라스틱제품 제조업","2023. 2/2","23278","408","353","55","247","247","1",
"전국","5규모(300인이상)","C23 비금속 광물제품 제조업","2023. 1/2","8479","227","224","3","47","46",".6",
"전국","5규모(300인이상)","C23 비금속 광물제품 제조업","2023. 2/2","8844","227","227","0","180","180","2",
"전국","5규모(300인이상)","C24 1차 금속 제조업","2023. 1/2","48655","891","780","111","433","433",".9",
"전국","5규모(300인이상)","C24 1차 금속 제조업","2023. 2/2","49335","553","465","88","225","222",".5",
"전국","5규모(300인이상)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2023. 1/2","18025","437","400","37","156","161",".9",
"전국","5규모(300인이상)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2023. 2/2","20398","517","422","95","386","418","1.9",
"전국","5규모(300인이상)","C26 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","2023. 1/2","229971","3770","3485","285","1383","1449",".6",
"전국","5규모(300인이상)","C26 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","2023. 2/2","229684","7062","6817","245","1264","1411",".5",
"전국","5규모(300인이상)","C27 의료, 정밀, 광학 기기 및 시계 제조업","2023. 1/2","14341","370","345","25","217","217","1.5",
"전국","5규모(300인이상)","C27 의료, 정밀, 광학 기기 및 시계 제조업","2023. 2/2","14609","362","268","94","233","222","1.6",
"전국","5규모(300인이상)","C28 전기장비 제조업","2023. 1/2","60280","2126","1947","179","724","723","1.2",
"전국","5규모(300인이상)","C28 전기장비 제조업","2023. 2/2","61393","3258","2770","488","1074","1082","1.7",
"전국","5규모(300인이상)","C29 기타 기계 및 장비 제조업","2023. 1/2","39933","1535","1250","285","742","806","1.8",
"전국","5규모(300인이상)","C29 기타 기계 및 장비 제조업","2023. 2/2","40139","1152","958","194","801","835","2",
"전국","5규모(300인이상)","C30 자동차 및 트레일러 제조업","2023. 1/2","134898","2539","2369","170","942","945",".7",
"전국","5규모(300인이상)","C30 자동차 및 트레일러 제조업","2023. 2/2","135744","2620","2417","203","1057","1058",".8",
"전국","5규모(300인이상)","C31 기타 운송장비 제조업","2023. 1/2","53802","1648","1416","232","588","577","1.1",
"전국","5규모(300인이상)","C31 기타 운송장비 제조업","2023. 2/2","56132","1103","1033","70","582","582","1",
"전국","5규모(300인이상)","C32 가구 제조업","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","C32 가구 제조업","2023. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","C33 기타 제품 제조업","2023. 1/2","441","0","0","0","0","0","0",
"전국","5규모(300인이상)","C33 기타 제품 제조업","2023. 2/2","829","18","18","0","0","0","0",
"전국","5규모(300인이상)","C34 산업용 기계 및 장비 수리업","2023. 1/2","7575","86","86","0","40","40",".5",
"전국","5규모(300인이상)","C34 산업용 기계 및 장비 수리업","2023. 2/2","10262","787","787","0","12","12",".1",
"전국","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2023. 1/2","2050412","181535","171049","10486","37908","41365","1.8",
"전국","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2023. 2/2","2122704","145136","134825","10311","38777","43742","1.8",
"전국","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2023. 1/2","25259","148","79","69","120","121",".5",
"전국","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2023. 2/2","24074","122","112","10","47","47",".2",
"전국","5규모(300인이상)","D35 전기, 가스, 증기 및 공기 조절 공급업","2023. 1/2","25259","148","79","69","120","121",".5",
"전국","5규모(300인이상)","D35 전기, 가스, 증기 및 공기 조절 공급업","2023. 2/2","24074","122","112","10","47","47",".2",
"전국","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2023. 1/2","2828","64","64","0","107","107","3.6",
"전국","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2023. 2/2","2518","4","4","0","0","1","0",
"전국","5규모(300인이상)","E36 수도업","2023. 1/2","2490","59","59","0","107","107","4.1",
"전국","5규모(300인이상)","E36 수도업","2023. 2/2","1690","0","0","0","0","1","0",
"전국","5규모(300인이상)","E37 하수, 폐수 및 분뇨 처리업","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","E37 하수, 폐수 및 분뇨 처리업","2023. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","E38 폐기물 수집, 운반, 처리 및 원료 재생업","2023. 1/2","338","5","5","0","0","0","0",
"전국","5규모(300인이상)","E38 폐기물 수집, 운반, 처리 및 원료 재생업","2023. 2/2","827","4","4","0","0","0","0",
"전국","5규모(300인이상)","E39 환경 정화 및 복원업","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","E39 환경 정화 및 복원업","2023. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","F.건설업(41~42)","2023. 1/2","70983","4321","4291","30","519","505",".7",
"전국","5규모(300인이상)","F.건설업(41~42)","2023. 2/2","60281","2768","2725","43","484","540",".8",
"전국","5규모(300인이상)","F41 종합 건설업","2023. 1/2","50099","2419","2390","29","507","494","1",
"전국","5규모(300인이상)","F41 종합 건설업","2023. 2/2","42963","1927","1894","33","444","500","1",
"전국","5규모(300인이상)","F42 전문직별 공사업","2023. 1/2","20883","1903","1901","2","12","12",".1",
"전국","5규모(300인이상)","F42 전문직별 공사업","2023. 2/2","17318","841","831","10","40","40",".2",
"전국","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2023. 1/2","111611","5474","5058","416","2608","2594","2.3",
"전국","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2023. 2/2","113302","5764","5236","528","2081","2135","1.8",
"전국","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2023. 1/2","1409233","154201","146389","7812","24295","27543","1.7",
"전국","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2023. 2/2","1473108","111870","105414","6456","23395","27830","1.6",
"전국","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2023. 1/2","458585","17539","15312","2227","10487","10723","2.2",
"전국","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2023. 2/2","476012","24734","21450","3284","12818","13236","2.6",
"전국","5규모(300인이상)","G.도매 및 소매업(45~47)","2023. 1/2","96487","4129","3901","228","2012","1998","2",
"전국","5규모(300인이상)","G.도매 및 소매업(45~47)","2023. 2/2","98279","4642","4186","456","1562","1615","1.6",
"전국","5규모(300인이상)","G45 자동차 및 부품 판매업","2023. 1/2","1919","148","148","0","11","11",".6",
"전국","5규모(300인이상)","G45 자동차 및 부품 판매업","2023. 2/2","2526","109","107","2","19","19",".7",
"전국","5규모(300인이상)","G46 도매 및 상품 중개업","2023. 1/2","60539","2837","2735","102","792","778","1.3",
"전국","5규모(300인이상)","G46 도매 및 상품 중개업","2023. 2/2","61651","3056","2660","396","1005","1015","1.6",
"전국","5규모(300인이상)","G47 소매업; 자동차 제외","2023. 1/2","34030","1143","1017","126","1210","1210","3.4",
"전국","5규모(300인이상)","G47 소매업; 자동차 제외","2023. 2/2","34103","1478","1419","59","537","580","1.6",
"전국","5규모(300인이상)","H.운수 및 창고업(49~52)","2023. 1/2","116519","4523","3908","615","3202","3126","2.7",
"전국","5규모(300인이상)","H.운수 및 창고업(49~52)","2023. 2/2","130154","14255","12135","2120","6517","6640","4.8",
"전국","5규모(300인이상)","H49 육상 운송 및 파이프라인 운송업","2023. 1/2","42845","1951","1532","419","2162","2088","4.8",
"전국","5규모(300인이상)","H49 육상 운송 및 파이프라인 운송업","2023. 2/2","48680","5399","4560","839","4257","4197","8",
"전국","5규모(300인이상)","H50 수상 운송업","2023. 1/2","3793","58","58","0","19","19",".5",
"전국","5규모(300인이상)","H50 수상 운송업","2023. 2/2","3955","37","37","0","21","21",".5",
"전국","5규모(300인이상)","H51 항공 운송업","2023. 1/2","27703","546","546","0","385","385","1.4",
"전국","5규모(300인이상)","H51 항공 운송업","2023. 2/2","28557","671","671","0","417","417","1.4",
"전국","5규모(300인이상)","H52 창고 및 운송관련 서비스업","2023. 1/2","42178","1968","1772","196","635","633","1.5",
"전국","5규모(300인이상)","H52 창고 및 운송관련 서비스업","2023. 2/2","48962","8148","6868","1280","1822","2004","3.6",
"전국","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2023. 1/2","15124","1345","1157","188","596","596","3.8",
"전국","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2023. 2/2","15023","1122","1050","72","520","520","3.3",
"전국","5규모(300인이상)","I55 숙박업","2023. 1/2","13712","1255","1067","188","569","569","4",
"전국","5규모(300인이상)","I55 숙박업","2023. 2/2","13459","1065","993","72","492","492","3.5",
"전국","5규모(300인이상)","I56 음식점 및 주점업","2023. 1/2","1413","90","90","0","26","26","1.8",
"전국","5규모(300인이상)","I56 음식점 및 주점업","2023. 2/2","1564","57","57","0","28","28","1.8",
"전국","5규모(300인이상)","J.정보통신업(58~63)","2023. 1/2","183400","8088","7036","1052","4798","4724","2.5",
"전국","5규모(300인이상)","J.정보통신업(58~63)","2023. 2/2","187812","6057","5109","948","3738","3776","2",
"전국","5규모(300인이상)","J58 출판업","2023. 1/2","80957","4433","3536","897","2882","2801","3.4",
"전국","5규모(300인이상)","J58 출판업","2023. 2/2","82730","3705","3002","703","2392","2392","2.8",
"전국","5규모(300인이상)","J59 영상ㆍ오디오 기록물 제작 및 배급업","2023. 1/2","2878","157","149","8","28","30","1",
"전국","5규모(300인이상)","J59 영상ㆍ오디오 기록물 제작 및 배급업","2023. 2/2","3059","197","117","80","123","123","3.9",
"전국","5규모(300인이상)","J60 방송업","2023. 1/2","12942","227","212","15","48","53",".4",
"전국","5규모(300인이상)","J60 방송업","2023. 2/2","13039","188","177","11","65","103",".5",
"전국","5규모(300인이상)","J61 우편 및 통신업","2023. 1/2","11853","413","413","0","66","66",".6",
"전국","5규모(300인이상)","J61 우편 및 통신업","2023. 2/2","13015","250","244","6","103","103",".8",
"전국","5규모(300인이상)","J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","2023. 1/2","45498","1904","1808","96","951","951","2",
"전국","5규모(300인이상)","J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","2023. 2/2","46596","991","958","33","481","481","1",
"전국","5규모(300인이상)","J63 정보서비스업","2023. 1/2","29272","954","918","36","822","822","2.7",
"전국","5규모(300인이상)","J63 정보서비스업","2023. 2/2","29373","725","611","114","574","574","1.9",
"전국","5규모(300인이상)","K.금융 및 보험업(64~66)","2023. 1/2","133406","4780","4289","491","2366","2751","1.7",
"전국","5규모(300인이상)","K.금융 및 보험업(64~66)","2023. 2/2","133973","4300","4094","206","2515","2774","1.8",
"전국","5규모(300인이상)","K64 금융업","2023. 1/2","61557","1981","1910","71","1289","1291","2.1",
"전국","5규모(300인이상)","K64 금융업","2023. 2/2","60924","1625","1545","80","1440","1506","2.3",
"전국","5규모(300인이상)","K65 보험 및 연금업","2023. 1/2","41533","1486","1439","47","439","580","1",
"전국","5규모(300인이상)","K65 보험 및 연금업","2023. 2/2","40965","1398","1357","41","457","558","1.1",
"전국","5규모(300인이상)","K66 금융 및 보험관련 서비스업","2023. 1/2","30316","1313","941","372","638","880","2.1",
"전국","5규모(300인이상)","K66 금융 및 보험관련 서비스업","2023. 2/2","32083","1277","1191","86","618","709","1.9",
"전국","5규모(300인이상)","L.부동산업(68)","2023. 1/2","27121","3687","3573","114","699","699","2.5",
"전국","5규모(300인이상)","L.부동산업(68)","2023. 2/2","30774","1750","1730","20","333","334","1.1",
"전국","5규모(300인이상)","L68 부동산업","2023. 1/2","27121","3687","3573","114","699","699","2.5",
"전국","5규모(300인이상)","L68 부동산업","2023. 2/2","30774","1750","1730","20","333","334","1.1",
"전국","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2023. 1/2","364838","16044","14655","1389","6385","6615","1.7",
"전국","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2023. 2/2","385220","15750","14391","1359","5146","5226","1.3",
"전국","5규모(300인이상)","M70 연구개발업","2023. 1/2","173847","7272","6491","781","3288","3318","1.9",
"전국","5규모(300인이상)","M70 연구개발업","2023. 2/2","179828","6267","5453","814","1930","1955","1.1",
"전국","5규모(300인이상)","M71 전문 서비스업","2023. 1/2","127117","5228","4946","282","1698","1746","1.3",
"전국","5규모(300인이상)","M71 전문 서비스업","2023. 2/2","135379","6064","5728","336","1784","1794","1.3",
"전국","5규모(300인이상)","M72 건축 기술, 엔지니어링 및 기타 과학기술 서비스업","2023. 1/2","60203","3297","3028","269","1273","1337","2.1",
"전국","5규모(300인이상)","M72 건축 기술, 엔지니어링 및 기타 과학기술 서비스업","2023. 2/2","66816","3118","2925","193","1264","1308","1.9",
"전국","5규모(300인이상)","M73 기타 전문, 과학 및 기술 서비스업","2023. 1/2","3672","247","189","58","125","214","3.3",
"전국","5규모(300인이상)","M73 기타 전문, 과학 및 기술 서비스업","2023. 2/2","3198","301","285","16","169","169","5",
"전국","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2023. 1/2","456040","76773","73526","3247","8377","9475","1.8",
"전국","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2023. 2/2","496189","57478","55106","2372","8636","10237","1.7",
"전국","5규모(300인이상)","N74 사업시설 관리 및 조경 서비스업","2023. 1/2","119370","17862","17461","401","1155","1201","1",
"전국","5규모(300인이상)","N74 사업시설 관리 및 조경 서비스업","2023. 2/2","131837","13940","13366","574","1844","2638","1.4",
"전국","5규모(300인이상)","N75 사업 지원 서비스업","2023. 1/2","334775","58808","55967","2841","7124","8175","2.1",
"전국","5규모(300인이상)","N75 사업 지원 서비스업","2023. 2/2","362081","43496","41700","1796","6791","7598","1.8",
"전국","5규모(300인이상)","N76 임대업; 부동산 제외","2023. 1/2","1894","104","99","5","99","99","5",
"전국","5규모(300인이상)","N76 임대업; 부동산 제외","2023. 2/2","2271","42","40","2","1","1","0",
"전국","5규모(300인이상)","P.교육 서비스업(85)","2023. 1/2","172132","25461","24702","759","1345","2738",".8",
"전국","5규모(300인이상)","P.교육 서비스업(85)","2023. 2/2","173156","17139","16645","494","1453","3582",".8",
"전국","5규모(300인이상)","P85 교육 서비스업","2023. 1/2","172132","25461","24702","759","1345","2738",".8",
"전국","5규모(300인이상)","P85 교육 서비스업","2023. 2/2","173156","17139","16645","494","1453","3582",".8",
"전국","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2023. 1/2","365851","30044","27822","2222","6696","7201","1.8",
"전국","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2023. 2/2","365157","17703","15656","2047","7170","7608","1.9",
"전국","5규모(300인이상)","Q86 보건업","2023. 1/2","349708","28946","26775","2171","6397","6886","1.8",
"전국","5규모(300인이상)","Q86 보건업","2023. 2/2","347287","16789","14755","2034","7016","7414","2",
"전국","5규모(300인이상)","Q87 사회복지 서비스업","2023. 1/2","16143","1098","1047","51","299","315","1.8",
"전국","5규모(300인이상)","Q87 사회복지 서비스업","2023. 2/2","17870","915","902","13","155","194",".9",
"전국","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2023. 1/2","16449","2032","1961","71","553","553","3.3",
"전국","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2023. 2/2","15623","1854","1736","118","541","732","3.3",
"전국","5규모(300인이상)","R90 창작, 예술 및 여가관련 서비스업","2023. 1/2","1531","26","26","0","46","46","2.9",
"전국","5규모(300인이상)","R90 창작, 예술 및 여가관련 서비스업","2023. 2/2","1668","43","43","0","76","47","4.4",
"전국","5규모(300인이상)","R91 스포츠 및 오락관련 서비스업","2023. 1/2","14917","2006","1934","72","508","508","3.3",
"전국","5규모(300인이상)","R91 스포츠 및 오락관련 서비스업","2023. 2/2","13955","1811","1693","118","465","685","3.2",
"전국","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2023. 1/2","3974","95","86","9","132","155","3.2",
"전국","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2023. 2/2","4470","191","145","46","114","111","2.5",
"전국","5규모(300인이상)","S94 협회 및 단체","2023. 1/2","3974","95","86","9","132","155","3.2",
"전국","5규모(300인이상)","S94 협회 및 단체","2023. 2/2","3998","164","137","27","94","91","2.3",
"전국","5규모(300인이상)","S95 개인 및 소비용품 수리업","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","S95 개인 및 소비용품 수리업","2023. 2/2","472","27","9","18","20","20","4.1",
"전국","5규모(300인이상)","S96 기타 개인 서비스업","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","S96 기타 개인 서비스업","2023. 2/2","0","0","0","0","0","0","0",
"전국","중소규모(5~299인)","전산업","2023. 1/2","10800075","866737","740989","125748","360102","360471","3.2",
"전국","중소규모(5~299인)","전산업","2023. 2/2","10898890","747887","645981","101906","337860","345001","3",
"전국","중소규모(5~299인)","BC 광공업 (05-34)","2023. 1/2","2554587","150248","110083","40165","108003","107400","4.1",
"전국","중소규모(5~299인)","BC 광공업 (05-34)","2023. 2/2","2550295","138001","101082","36919","99735","99218","3.8",
"전국","중소규모(5~299인)","B.광업(05~08)","2023. 1/2","10304","673","608","65","201","191","1.9",
"전국","중소규모(5~299인)","B.광업(05~08)","2023. 2/2","9675","420","359","61","205","207","2.1",
"전국","중소규모(5~299인)","B05 석탄, 원유 및 천연가스 광업","2023. 1/2","917","235","226","9","8","8",".9",
"전국","중소규모(5~299인)","B05 석탄, 원유 및 천연가스 광업","2023. 2/2","249","6","6","0","11","11","4.2",
"전국","중소규모(5~299인)","B06 금속 광업","2023. 1/2","298","23","19","4","4","4","1.3",
"전국","중소규모(5~299인)","B06 금속 광업","2023. 2/2","346","9","9","0","3","3",".9",
"전국","중소규모(5~299인)","B07 비금속광물 광업; 연료용 제외","2023. 1/2","9016","415","363","52","188","178","2",
"전국","중소규모(5~299인)","B07 비금속광물 광업; 연료용 제외","2023. 2/2","9072","405","345","60","191","193","2.1",
"전국","중소규모(5~299인)","B08 광업 지원 서비스업","2023. 1/2","73","0","0","0","0","0","0",
"전국","중소규모(5~299인)","B08 광업 지원 서비스업","2023. 2/2","8","0","0","0","0","0","0",
"전국","중소규모(5~299인)","C.제조업(10~34)","2023. 1/2","2544283","149575","109475","40100","107802","107209","4.1",
"전국","중소규모(5~299인)","C.제조업(10~34)","2023. 2/2","2540620","137581","100722","36859","99530","99011","3.8",
"전국","중소규모(5~299인)","C10 식료품 제조업","2023. 1/2","222553","14590","10917","3673","10824","10902","4.6",
"전국","중소규모(5~299인)","C10 식료품 제조업","2023. 2/2","229279","17699","13513","4186","10643","10796","4.4",
"전국","중소규모(5~299인)","C11 음료 제조업","2023. 1/2","13816","812","600","212","346","516","2.4",
"전국","중소규모(5~299인)","C11 음료 제조업","2023. 2/2","13511","602","410","192","331","355","2.4",
"전국","중소규모(5~299인)","C12 담배 제조업","2023. 1/2","301","0","0","0","0","0","0",
"전국","중소규모(5~299인)","C12 담배 제조업","2023. 2/2","704","0","0","0","0","0","0",
"전국","중소규모(5~299인)","C13 섬유제품 제조업; 의복 제외","2023. 1/2","81052","3468","2733","735","2668","2538","3.2",
"전국","중소규모(5~299인)","C13 섬유제품 제조업; 의복 제외","2023. 2/2","78921","3489","2915","574","1905","1933","2.4",
"전국","중소규모(5~299인)","C14 의복, 의복 액세서리 및 모피제품 제조업","2023. 1/2","46692","2128","1856","272","1280","1325","2.7",
"전국","중소규모(5~299인)","C14 의복, 의복 액세서리 및 모피제품 제조업","2023. 2/2","45491","1779","1402","377","1883","1862","4",
"전국","중소규모(5~299인)","C15 가죽, 가방 및 신발 제조업","2023. 1/2","13253","441","292","149","320","316","2.4",
"전국","중소규모(5~299인)","C15 가죽, 가방 및 신발 제조업","2023. 2/2","13258","427","288","139","412","433","3",
"전국","중소규모(5~299인)","C16 목재 및 나무제품 제조업; 가구 제외","2023. 1/2","24326","1940","1095","845","1339","1325","5.2",
"전국","중소규모(5~299인)","C16 목재 및 나무제품 제조업; 가구 제외","2023. 2/2","24229","1031","734","297","1066","1054","4.2",
"전국","중소규모(5~299인)","C17 펄프, 종이 및 종이제품 제조업","2023. 1/2","65236","3947","2559","1388","3008","2962","4.4",
"전국","중소규모(5~299인)","C17 펄프, 종이 및 종이제품 제조업","2023. 2/2","66651","4135","2747","1388","3295","3506","4.7",
"전국","중소규모(5~299인)","C18 인쇄 및 기록매체 복제업","2023. 1/2","35243","1480","1202","278","1071","1038","2.9",
"전국","중소규모(5~299인)","C18 인쇄 및 기록매체 복제업","2023. 2/2","34763","1410","1183","227","571","582","1.6",
"전국","중소규모(5~299인)","C19 코크스, 연탄 및 석유정제품 제조업","2023. 1/2","3421","109","68","41","88","90","2.5",
"전국","중소규모(5~299인)","C19 코크스, 연탄 및 석유정제품 제조업","2023. 2/2","2792","78","39","39","70","70","2.4",
"전국","중소규모(5~299인)","C20 화학 물질 및 화학제품 제조업; 의약품 제외","2023. 1/2","139536","7774","5519","2255","5486","5493","3.8",
"전국","중소규모(5~299인)","C20 화학 물질 및 화학제품 제조업; 의약품 제외","2023. 2/2","138986","7827","5766","2061","5843","5545","4",
"전국","중소규모(5~299인)","C21 의료용 물질 및 의약품 제조업","2023. 1/2","41853","2454","1707","747","1465","1513","3.4",
"전국","중소규모(5~299인)","C21 의료용 물질 및 의약품 제조업","2023. 2/2","41479","2177","1875","302","1319","1420","3.1",
"전국","중소규모(5~299인)","C22 고무 및 플라스틱제품 제조업","2023. 1/2","208787","11546","8492","3054","9053","9104","4.2",
"전국","중소규모(5~299인)","C22 고무 및 플라스틱제품 제조업","2023. 2/2","208123","10447","6707","3740","7925","7879","3.7",
"전국","중소규모(5~299인)","C23 비금속 광물제품 제조업","2023. 1/2","92694","4232","3419","813","3257","3147","3.4",
"전국","중소규모(5~299인)","C23 비금속 광물제품 제조업","2023. 2/2","91648","3962","3245","717","2390","2627","2.5",
"전국","중소규모(5~299인)","C24 1차 금속 제조업","2023. 1/2","104442","6796","4358","2438","4947","4804","4.5",
"전국","중소규모(5~299인)","C24 1차 금속 제조업","2023. 2/2","103834","5541","3613","1928","3994","3968","3.7",
"전국","중소규모(5~299인)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2023. 1/2","288842","15964","11048","4916","14249","14187","4.7",
"전국","중소규모(5~299인)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2023. 2/2","288801","16680","11694","4986","13058","12828","4.3",
