"시도별(17개)","규모별","산업분류별","시점","현원[명]","구인인원[명]","채용인원[명]","미충원인원[명]","부족인원[명]","채용계획인원[명]","부족률[%]",
"서울특별시","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 2/2","692608","64289","57137","7152","14421","16016","2",
"서울특별시","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 1/2","297766","9754","8945","809","5024","5362","1.7",
"서울특별시","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 2/2","296735","10661","9679","982","5216","5377","1.7",
"서울특별시","5규모(300인이상)","G.도매 및 소매업(45~47)","2024. 1/2","81093","4317","3946","371","1512","1520","1.8",
"서울특별시","5규모(300인이상)","G.도매 및 소매업(45~47)","2024. 2/2","79451","4467","4118","349","1539","1534","1.9",
"서울특별시","5규모(300인이상)","H.운수 및 창고업(49~52)","2024. 1/2","58233","1996","1805","191","753","1119","1.3",
"서울특별시","5규모(300인이상)","H.운수 및 창고업(49~52)","2024. 2/2","58968","2184","1912","272","755","888","1.3",
"서울특별시","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2024. 1/2","8872","679","607","72","187","187","2.1",
"서울특별시","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2024. 2/2","8493","795","728","67","140","140","1.6",
"서울특별시","5규모(300인이상)","J.정보통신업(58~63)","2024. 1/2","124367","4184","3671","513","2602","2574","2",
"서울특별시","5규모(300인이상)","J.정보통신업(58~63)","2024. 2/2","122313","4205","3672","533","2579","2577","2.1",
"서울특별시","5규모(300인이상)","K.금융 및 보험업(64~66)","2024. 1/2","113608","3552","3447","105","1664","1664","1.4",
"서울특별시","5규모(300인이상)","K.금융 및 보험업(64~66)","2024. 2/2","113888","4242","4064","178","1881","1912","1.6",
"서울특별시","5규모(300인이상)","L.부동산업(68)","2024. 1/2","12070","891","882","9","61","61",".5",
"서울특별시","5규모(300인이상)","L.부동산업(68)","2024. 2/2","12008","806","799","7","121","110","1",
"서울특별시","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 1/2","187876","7810","7525","285","2462","2548","1.3",
"서울특별시","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 2/2","186975","7511","7032","479","2808","2836","1.5",
"서울특별시","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 1/2","318373","52111","49600","2511","5659","6262","1.7",
"서울특별시","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 2/2","317707","42722","37037","5685","9026","9881","2.8",
"서울특별시","5규모(300인이상)","P.교육 서비스업(85)","2024. 1/2","64810","8774","8599","175","702","1612","1.1",
"서울특별시","5규모(300인이상)","P.교육 서비스업(85)","2024. 2/2","65197","8176","8043","133","516","1585",".8",
"서울특별시","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 1/2","108216","6737","6424","313","1429","1017","1.3",
"서울특별시","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 2/2","105137","4743","3896","847","1749","1406","1.6",
"서울특별시","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 1/2","4016","280","277","3","203","203","4.8",
"서울특별시","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 2/2","4033","250","250","0","107","104","2.6",
"서울특별시","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 1/2","2314","287","215","72","335","335","12.6",
"서울특별시","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 2/2","1551","80","79","1","94","94","5.7",
"서울특별시","중소규모(5~299인)","전산업","2024. 1/2","2574757","210249","185642","24607","84644","83342","3.2",
"서울특별시","중소규모(5~299인)","전산업","2024. 2/2","2553139","193120","164714","28406","85405","85348","3.2",
"서울특별시","중소규모(5~299인)","BC 광공업 (05-34)","2024. 1/2","114472","6301","5198","1103","3548","3309","3",
"서울특별시","중소규모(5~299인)","BC 광공업 (05-34)","2024. 2/2","112175","6681","5738","943","3049","2998","2.6",
"서울특별시","중소규모(5~299인)","B.광업(05~08)","2024. 1/2","55","1","1","0","1","1","1.8",
"서울특별시","중소규모(5~299인)","B.광업(05~08)","2024. 2/2","48","0","0","0","0","0","0",
"서울특별시","중소규모(5~299인)","C.제조업(10~34)","2024. 1/2","114418","6300","5198","1102","3547","3308","3",
"서울특별시","중소규모(5~299인)","C.제조업(10~34)","2024. 2/2","112127","6681","5738","943","3049","2998","2.6",
"서울특별시","중소규모(5~299인)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 1/2","2460284","203948","180443","23505","81097","80033","3.2",
"서울특별시","중소규모(5~299인)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 2/2","2440965","186439","158976","27463","82355","82350","3.3",
"서울특별시","중소규모(5~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 1/2","4937","64","60","4","41","41",".8",
"서울특별시","중소규모(5~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 2/2","4991","95","93","2","41","41",".8",
"서울특별시","중소규모(5~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 1/2","7059","394","318","76","113","113","1.6",
"서울특별시","중소규모(5~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 2/2","7045","335","303","32","176","176","2.4",
"서울특별시","중소규모(5~299인)","F.건설업(41~42)","2024. 1/2","275535","24723","23802","921","6749","6921","2.4",
"서울특별시","중소규모(5~299인)","F.건설업(41~42)","2024. 2/2","250312","28836","27624","1212","4369","4413","1.7",
"서울특별시","중소규모(5~299인)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 1/2","510534","36953","33208","3745","16268","16197","3.1",
"서울특별시","중소규모(5~299인)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 2/2","505184","34308","29755","4553","17718","17543","3.4",
"서울특별시","중소규모(5~299인)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 1/2","1127064","102726","95301","7425","28348","27897","2.5",
"서울특별시","중소규모(5~299인)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 2/2","1141712","85311","77454","7857","30557","30954","2.6",
"서울특별시","중소규모(5~299인)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 1/2","547152","39546","28132","11414","29732","29018","5.2",
"서울특별시","중소규모(5~299인)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 2/2","543757","37985","24143","13842","29711","29439","5.2",
"서울특별시","중소규모(5~299인)","G.도매 및 소매업(45~47)","2024. 1/2","385795","22284","19590","2694","10083","10012","2.5",
"서울특별시","중소규모(5~299인)","G.도매 및 소매업(45~47)","2024. 2/2","381819","21090","17683","3407","10713","10478","2.7",
"서울특별시","중소규모(5~299인)","H.운수 및 창고업(49~52)","2024. 1/2","94614","12880","5061","7819","14166","13908","13",
"서울특별시","중소규모(5~299인)","H.운수 및 창고업(49~52)","2024. 2/2","95540","14920","4726","10194","15859","15721","14.2",
"서울특별시","중소규모(5~299인)","I.숙박 및 음식점업(55~56)","2024. 1/2","124740","14669","13619","1050","6185","6185","4.7",
"서울특별시","중소규모(5~299인)","I.숙박 및 음식점업(55~56)","2024. 2/2","123365","13217","12072","1145","7005","7065","5.4",
"서울특별시","중소규모(5~299인)","J.정보통신업(58~63)","2024. 1/2","309560","20782","17589","3193","13654","13194","4.2",
"서울특별시","중소규모(5~299인)","J.정보통신업(58~63)","2024. 2/2","302120","18325","14985","3340","11330","11235","3.6",
"서울특별시","중소규모(5~299인)","K.금융 및 보험업(64~66)","2024. 1/2","138040","5820","5422","398","1870","1875","1.3",
"서울특별시","중소규모(5~299인)","K.금융 및 보험업(64~66)","2024. 2/2","141107","4644","4339","305","2482","2442","1.7",
"서울특별시","중소규모(5~299인)","L.부동산업(68)","2024. 1/2","83066","6892","6776","116","631","631",".8",
"서울특별시","중소규모(5~299인)","L.부동산업(68)","2024. 2/2","83749","4304","4170","134","608","566",".7",
"서울특별시","중소규모(5~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 1/2","321844","19958","17482","2476","9493","9313","2.9",
"서울특별시","중소규모(5~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 2/2","325353","19284","16635","2649","11155","11108","3.3",
"서울특별시","중소규모(5~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 1/2","189719","22540","21059","1481","6221","6033","3.2",
"서울특별시","중소규모(5~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 2/2","196081","24655","23275","1380","4757","4825","2.4",
"서울특별시","중소규모(5~299인)","P.교육 서비스업(85)","2024. 1/2","128337","13456","12912","544","2473","2440","1.9",
"서울특별시","중소규모(5~299인)","P.교육 서비스업(85)","2024. 2/2","129748","7532","6976","556","2273","2387","1.7",
"서울특별시","중소규모(5~299인)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 1/2","286095","31506","29261","2245","6980","6936","2.4",
"서울특별시","중소규모(5~299인)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 2/2","286768","21691","19440","2251","8338","8530","2.8",
"서울특별시","중소규모(5~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 1/2","29185","2560","2339","221","787","815","2.6",
"서울특별시","중소규모(5~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 2/2","29280","1624","1404","220","688","843","2.3",
"서울특별시","중소규모(5~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 1/2","81758","5420","5155","265","1650","1615","2",
"서울특별시","중소규모(5~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 2/2","83689","5886","5251","635","2561","2521","3",
"부산광역시","5규모(300인이상)","전산업","2024. 1/2","99700","7008","6735","273","786","979",".8",
"부산광역시","5규모(300인이상)","전산업","2024. 2/2","100613","5380","5114","266","1343","1403","1.3",
"부산광역시","5규모(300인이상)","BC 광공업 (05-34)","2024. 1/2","17912","428","411","17","92","137",".5",
"부산광역시","5규모(300인이상)","BC 광공업 (05-34)","2024. 2/2","18981","293","281","12","121","166",".6",
"부산광역시","5규모(300인이상)","B.광업(05~08)","2024. 1/2","0","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","B.광업(05~08)","2024. 2/2","0","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","C.제조업(10~34)","2024. 1/2","17912","428","411","17","92","137",".5",
"부산광역시","5규모(300인이상)","C.제조업(10~34)","2024. 2/2","18981","293","281","12","121","166",".6",
"부산광역시","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 1/2","81788","6580","6324","256","694","841",".8",
"부산광역시","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 2/2","81632","5087","4833","254","1222","1237","1.5",
"부산광역시","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 1/2","2354","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 2/2","2369","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 1/2","0","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 2/2","0","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","F.건설업(41~42)","2024. 1/2","738","22","22","0","13","13","1.7",
"부산광역시","5규모(300인이상)","F.건설업(41~42)","2024. 2/2","420","5","5","0","6","6","1.4",
"부산광역시","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 1/2","3184","62","62","0","44","52","1.4",
"부산광역시","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 2/2","3180","47","47","0","1","1","0",
"부산광역시","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 1/2","64251","6208","5954","254","588","661",".9",
"부산광역시","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 2/2","64297","4612","4360","252","1058","1073","1.6",
"부산광역시","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 1/2","13616","288","286","2","49","115",".4",
"부산광역시","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 2/2","13734","423","421","2","156","157","1.1",
"부산광역시","5규모(300인이상)","G.도매 및 소매업(45~47)","2024. 1/2","1689","21","21","0","0","8","0",
"부산광역시","5규모(300인이상)","G.도매 및 소매업(45~47)","2024. 2/2","1725","24","24","0","1","1",".1",
"부산광역시","5규모(300인이상)","H.운수 및 창고업(49~52)","2024. 1/2","7316","184","182","2","12","79",".2",
"부산광역시","5규모(300인이상)","H.운수 및 창고업(49~52)","2024. 2/2","7414","245","243","2","5","6",".1",
"부산광역시","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2024. 1/2","1495","41","41","0","44","44","2.9",
"부산광역시","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2024. 2/2","1455","23","23","0","0","0","0",
"부산광역시","5규모(300인이상)","J.정보통신업(58~63)","2024. 1/2","0","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","J.정보통신업(58~63)","2024. 2/2","0","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","K.금융 및 보험업(64~66)","2024. 1/2","3945","104","104","0","36","36",".9",
"부산광역시","5규모(300인이상)","K.금융 및 보험업(64~66)","2024. 2/2","3951","178","178","0","151","151","3.7",
"부산광역시","5규모(300인이상)","L.부동산업(68)","2024. 1/2","648","37","9","28","36","36","5.3",
"부산광역시","5규모(300인이상)","L.부동산업(68)","2024. 2/2","702","0","0","0","32","32","4.4",
"부산광역시","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 1/2","1691","38","38","0","3","8",".2",
"부산광역시","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 2/2","1692","31","19","12","4","12",".2",
"부산광역시","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 1/2","18941","2139","2033","106","116","116",".6",
"부산광역시","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 2/2","19316","1993","1829","164","382","392","1.9",
"부산광역시","5규모(300인이상)","P.교육 서비스업(85)","2024. 1/2","10402","1324","1251","73","45","111",".4",
"부산광역시","5규모(300인이상)","P.교육 서비스업(85)","2024. 2/2","10494","737","680","57","112","117","1.1",
"부산광역시","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 1/2","31718","2629","2581","48","347","349","1.1",
"부산광역시","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 2/2","31195","1819","1800","19","480","473","1.5",
"부산광역시","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 1/2","852","41","41","0","42","42","4.7",
"부산광역시","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 2/2","899","33","33","0","47","47","5",
"부산광역시","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 1/2","0","0","0","0","0","0","0",
"부산광역시","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 2/2","0","0","0","0","0","0","0",
"부산광역시","중소규모(5~299인)","전산업","2024. 1/2","686129","49061","44985","4076","15353","15312","2.2",
"부산광역시","중소규모(5~299인)","전산업","2024. 2/2","687536","41320","37096","4224","16129","15680","2.3",
"부산광역시","중소규모(5~299인)","BC 광공업 (05-34)","2024. 1/2","128063","6160","5044","1116","3679","3666","2.8",
"부산광역시","중소규모(5~299인)","BC 광공업 (05-34)","2024. 2/2","128319","6002","5070","932","3636","3568","2.8",
"부산광역시","중소규모(5~299인)","B.광업(05~08)","2024. 1/2","15","0","0","0","0","0","0",
"부산광역시","중소규모(5~299인)","B.광업(05~08)","2024. 2/2","13","0","0","0","0","0","0",
"부산광역시","중소규모(5~299인)","C.제조업(10~34)","2024. 1/2","128048","6159","5044","1115","3679","3666","2.8",
"부산광역시","중소규모(5~299인)","C.제조업(10~34)","2024. 2/2","128306","6002","5070","932","3636","3568","2.8",
"부산광역시","중소규모(5~299인)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 1/2","558066","42901","39941","2960","11674","11646","2",
"부산광역시","중소규모(5~299인)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 2/2","559217","35318","32027","3291","12493","12112","2.2",
"부산광역시","중소규모(5~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 1/2","1561","34","32","2","14","12",".9",
"부산광역시","중소규모(5~299인)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 2/2","1594","50","49","1","12","11",".7",
"부산광역시","중소규모(5~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 1/2","5240","216","179","37","76","76","1.4",
"부산광역시","중소규모(5~299인)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 2/2","5168","123","107","16","75","75","1.4",
"부산광역시","중소규모(5~299인)","F.건설업(41~42)","2024. 1/2","64554","6662","6514","148","1205","1182","1.8",
"부산광역시","중소규모(5~299인)","F.건설업(41~42)","2024. 2/2","63351","5544","5468","76","1256","1219","1.9",
"부산광역시","중소규모(5~299인)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 1/2","113226","7469","6898","571","2738","2675","2.4",
"부산광역시","중소규모(5~299인)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 2/2","111472","7137","6706","431","3154","3021","2.8",
"부산광역시","중소규모(5~299인)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 1/2","281983","24619","23604","1015","5009","5086","1.7",
"부산광역시","중소규모(5~299인)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 2/2","285545","17983","16982","1001","4748","4579","1.6",
"부산광역시","중소규모(5~299인)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 1/2","98304","4151","2925","1226","2722","2704","2.7",
"부산광역시","중소규모(5~299인)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 2/2","98850","4653","2870","1783","3335","3293","3.3",
"부산광역시","중소규모(5~299인)","G.도매 및 소매업(45~47)","2024. 1/2","80893","3939","3603","336","1245","1223","1.5",
"부산광역시","중소규모(5~299인)","G.도매 및 소매업(45~47)","2024. 2/2","77925","3532","3182","350","1827","1748","2.3",
"부산광역시","중소규모(5~299인)","H.운수 및 창고업(49~52)","2024. 1/2","53469","2804","1709","1095","2144","2137","3.9",
"부산광역시","중소규모(5~299인)","H.운수 및 창고업(49~52)","2024. 2/2","52757","3117","1573","1544","2424","2398","4.4",
"부산광역시","중소규모(5~299인)","I.숙박 및 음식점업(55~56)","2024. 1/2","32333","3530","3295","235","1493","1451","4.4",
"부산광역시","중소규모(5~299인)","I.숙박 및 음식점업(55~56)","2024. 2/2","33547","3605","3524","81","1328","1273","3.8",
"부산광역시","중소규모(5~299인)","J.정보통신업(58~63)","2024. 1/2","14176","838","712","126","314","322","2.2",
"부산광역시","중소규모(5~299인)","J.정보통신업(58~63)","2024. 2/2","14161","868","694","174","390","380","2.7",
"부산광역시","중소규모(5~299인)","K.금융 및 보험업(64~66)","2024. 1/2","29099","476","472","4","250","232",".9",
"부산광역시","중소규모(5~299인)","K.금융 및 보험업(64~66)","2024. 2/2","30337","619","554","65","510","504","1.7",
"부산광역시","중소규모(5~299인)","L.부동산업(68)","2024. 1/2","15713","805","793","12","267","269","1.7",
"부산광역시","중소규모(5~299인)","L.부동산업(68)","2024. 2/2","15796","758","758","0","153","157","1",
"부산광역시","중소규모(5~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 1/2","37759","1816","1721","95","920","906","2.4",
"부산광역시","중소규모(5~299인)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 2/2","37911","1748","1401","347","653","649","1.7",
"부산광역시","중소규모(5~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 1/2","50216","4905","4653","252","563","603","1.1",
"부산광역시","중소규모(5~299인)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 2/2","48929","3681","3578","103","629","657","1.3",
"부산광역시","중소규모(5~299인)","P.교육 서비스업(85)","2024. 1/2","25168","3520","3472","48","276","264","1.1",
"부산광역시","중소규모(5~299인)","P.교육 서비스업(85)","2024. 2/2","25118","1243","1097","146","348","352","1.4",
"부산광역시","중소규모(5~299인)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 1/2","125677","11913","11394","519","2496","2566","1.9",
"부산광역시","중소규모(5~299인)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 2/2","130278","9654","9292","362","2474","2322","1.9",
"부산광역시","중소규모(5~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 1/2","7979","588","564","24","159","121","2",
"부산광역시","중소규모(5~299인)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 2/2","8000","272","270","2","130","94","1.6",
"부산광역시","중소규모(5~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 1/2","14230","856","828","28","252","281","1.7",
"부산광역시","중소규모(5~299인)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 2/2","14345","504","479","25","286","273","2",
"대구광역시","5규모(300인이상)","전산업","2024. 1/2","62078","5532","5285","247","843","1521","1.3",
"대구광역시","5규모(300인이상)","전산업","2024. 2/2","62247","4272","4065","207","1291","1787","2",
"대구광역시","5규모(300인이상)","BC 광공업 (05-34)","2024. 1/2","13461","701","672","29","97","110",".7",
"대구광역시","5규모(300인이상)","BC 광공업 (05-34)","2024. 2/2","13326","345","295","50","434","459","3.2",
"대구광역시","5규모(300인이상)","B.광업(05~08)","2024. 1/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","B.광업(05~08)","2024. 2/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","C.제조업(10~34)","2024. 1/2","13461","701","672","29","97","110",".7",
"대구광역시","5규모(300인이상)","C.제조업(10~34)","2024. 2/2","13326","345","295","50","434","459","3.2",
"대구광역시","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 1/2","48617","4831","4613","218","746","1410","1.5",
"대구광역시","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2024. 2/2","48921","3927","3770","157","857","1328","1.7",
"대구광역시","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 1/2","985","3","3","0","0","308","0",
"대구광역시","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2024. 2/2","1012","140","138","2","0","0","0",
"대구광역시","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 1/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2024. 2/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","F.건설업(41~42)","2024. 1/2","1137","313","313","0","0","0","0",
"대구광역시","5규모(300인이상)","F.건설업(41~42)","2024. 2/2","1119","399","399","0","9","9",".8",
"대구광역시","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 1/2","350","6","6","0","0","0","0",
"대구광역시","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2024. 2/2","347","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 1/2","44123","4266","4048","218","731","1016","1.6",
"대구광역시","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2024. 2/2","44124","3209","3055","154","827","1183","1.8",
"대구광역시","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 1/2","3006","246","246","0","15","394",".5",
"대구광역시","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2024. 2/2","3332","318","315","3","21","136",".6",
"대구광역시","5규모(300인이상)","G.도매 및 소매업(45~47)","2024. 1/2","350","6","6","0","0","0","0",
"대구광역시","5규모(300인이상)","G.도매 및 소매업(45~47)","2024. 2/2","347","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","H.운수 및 창고업(49~52)","2024. 1/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","H.운수 및 창고업(49~52)","2024. 2/2","310","31","31","0","11","11","3.4",
"대구광역시","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2024. 1/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2024. 2/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","J.정보통신업(58~63)","2024. 1/2","787","3","2","1","15","15","1.9",
"대구광역시","5규모(300인이상)","J.정보통신업(58~63)","2024. 2/2","848","7","6","1","10","10","1.2",
"대구광역시","5규모(300인이상)","K.금융 및 보험업(64~66)","2024. 1/2","1235","240","240","0","0","71","0",
"대구광역시","5규모(300인이상)","K.금융 및 보험업(64~66)","2024. 2/2","1161","140","140","0","0","116","0",
"대구광역시","5규모(300인이상)","L.부동산업(68)","2024. 1/2","1732","0","0","0","200","200","10.4",
"대구광역시","5규모(300인이상)","L.부동산업(68)","2024. 2/2","1830","119","119","0","19","19","1",
"대구광역시","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 1/2","760","31","31","0","8","8","1",
"대구광역시","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2024. 2/2","768","55","55","0","2","2",".3",
"대구광역시","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 1/2","14872","2168","2144","24","97","277",".6",
"대구광역시","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2024. 2/2","15167","1818","1766","52","133","378",".9",
"대구광역시","5규모(300인이상)","P.교육 서비스업(85)","2024. 1/2","6043","748","680","68","22","107",".4",
"대구광역시","5규모(300인이상)","P.교육 서비스업(85)","2024. 2/2","6095","570","517","53","19","112",".3",
"대구광역시","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 1/2","20400","1319","1193","126","405","408","1.9",
"대구광역시","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2024. 2/2","19949","633","583","50","638","655","3.1",
"대구광역시","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 1/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2024. 2/2","0","0","0","0","0","0","0",
"대구광역시","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 1/2","315","0","0","0","0","17","0",
"대구광역시","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2024. 2/2","315","14","14","0","17","17","5.1",
"대구광역시","중소규모(5~299인)","전산업","2024. 1/2","437058","40498","38484","2014","9230","10330","2.1",
