"시도별(17개)","규모별","직종별","시점","현원[명]","구인인원[명]","채용인원[명]","미충원인원[명]","부족인원[명]","채용계획인원[명]","부족률[%]",
"전국","5규모(300인이상)","027 회계ㆍ경리 사무원","2023. 2/2","34466","1183","1095","88","415","431","1.2",
"전국","5규모(300인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","2023. 1/2","125546","2732","2547","185","949","978",".8",
"전국","5규모(300인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","2023. 2/2","129354","3054","2873","181","1261","1260","1",
"전국","5규모(300인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","2023. 1/2","112882","14303","12941","1362","3577","3879","3.1",
"전국","5규모(300인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","2023. 2/2","118773","12142","11635","507","2025","2172","1.7",
"전국","5규모(300인이상)","031 금융ㆍ보험 전문가","2023. 1/2","22513","809","757","52","304","302","1.3",
"전국","5규모(300인이상)","031 금융ㆍ보험 전문가","2023. 2/2","23970","678","653","25","406","406","1.7",
"전국","5규모(300인이상)","032 금융ㆍ보험 사무원","2023. 1/2","41898","2311","2015","296","1186","1315","2.8",
"전국","5규모(300인이상)","032 금융ㆍ보험 사무원","2023. 2/2","41473","1862","1689","173","1315","1519","3.1",
"전국","5규모(300인이상)","033 금융ㆍ보험 영업원","2023. 1/2","338","25","25","0","0","0","0",
"전국","5규모(300인이상)","033 금융ㆍ보험 영업원","2023. 2/2","474","35","35","0","0","0","0",
"전국","5규모(300인이상)","11 인문ㆍ사회과학 연구직","2023. 1/2","5188","278","271","7","198","208","3.7",
"전국","5규모(300인이상)","11 인문ㆍ사회과학 연구직","2023. 2/2","5874","435","420","15","76","73","1.3",
"전국","5규모(300인이상)","12 자연ㆍ생명과학 연구직","2023. 1/2","23372","1701","1514","187","591","726","2.5",
"전국","5규모(300인이상)","12 자연ㆍ생명과학 연구직","2023. 2/2","23093","1802","1555","247","528","633","2.2",
"전국","5규모(300인이상)","13 정보통신 연구개발직 및 공학 기술직","2023. 1/2","168282","6773","5751","1022","4853","4870","2.8",
"전국","5규모(300인이상)","13 정보통신 연구개발직 및 공학 기술직","2023. 2/2","173813","5454","4599","855","3459","3480","2",
"전국","5규모(300인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","2023. 1/2","61357","3049","2985","64","741","705","1.2",
"전국","5규모(300인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","2023. 2/2","59922","2214","2138","76","632","675","1",
"전국","5규모(300인이상)","15 제조 연구개발직 및 공학 기술직","2023. 1/2","317586","11263","10145","1118","4392","4533","1.4",
"전국","5규모(300인이상)","15 제조 연구개발직 및 공학 기술직","2023. 2/2","318908","7947","7008","939","3517","3566","1.1",
"전국","5규모(300인이상)","110 인문ㆍ사회과학 연구원","2023. 1/2","5188","278","271","7","198","208","3.7",
"전국","5규모(300인이상)","110 인문ㆍ사회과학 연구원","2023. 2/2","5874","435","420","15","76","73","1.3",
"전국","5규모(300인이상)","121 자연과학 연구원 및 시험원","2023. 1/2","7424","524","498","26","53","62",".7",
"전국","5규모(300인이상)","121 자연과학 연구원 및 시험원","2023. 2/2","7675","734","720","14","137","161","1.8",
"전국","5규모(300인이상)","122 생명과학 연구원 및 시험원","2023. 1/2","15948","1177","1015","162","538","664","3.3",
"전국","5규모(300인이상)","122 생명과학 연구원 및 시험원","2023. 2/2","15418","1068","835","233","391","472","2.5",
"전국","5규모(300인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","2023. 1/2","7148","268","254","14","55","55",".8",
"전국","5규모(300인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","2023. 2/2","8368","196","164","32","71","71",".8",
"전국","5규모(300인이상)","132 컴퓨터시스템 전문가","2023. 1/2","7153","139","133","6","70","65","1",
"전국","5규모(300인이상)","132 컴퓨터시스템 전문가","2023. 2/2","8667","107","105","2","56","56",".6",
"전국","5규모(300인이상)","133 소프트웨어 개발자","2023. 1/2","91718","4107","3333","774","3188","3214","3.4",
"전국","5규모(300인이상)","133 소프트웨어 개발자","2023. 2/2","94018","3110","2494","616","2323","2322","2.4",
"전국","5규모(300인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","2023. 1/2","49412","1811","1652","159","1249","1245","2.5",
"전국","5규모(300인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","2023. 2/2","49047","1571","1396","175","777","796","1.6",
"전국","5규모(300인이상)","135 정보보안 전문가","2023. 1/2","11522","425","361","64","287","287","2.4",
"전국","5규모(300인이상)","135 정보보안 전문가","2023. 2/2","12506","452","422","30","201","204","1.6",
"전국","5규모(300인이상)","136 통신ㆍ방송송출 장비 기사","2023. 1/2","1329","22","20","2","4","4",".3",
"전국","5규모(300인이상)","136 통신ㆍ방송송출 장비 기사","2023. 2/2","1207","17","17","0","31","31","2.5",
"전국","5규모(300인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","2023. 1/2","61357","3049","2985","64","741","705","1.2",
"전국","5규모(300인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","2023. 2/2","59922","2214","2138","76","632","675","1",
"전국","5규모(300인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","2023. 1/2","108049","3356","3117","239","1165","1210","1.1",
"전국","5규모(300인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","2023. 2/2","109829","2208","1932","276","1339","1349","1.2",
"전국","5규모(300인이상)","152 금속ㆍ재료공학 기술자 및 시험원","2023. 1/2","18491","543","471","72","244","242","1.3",
"전국","5규모(300인이상)","152 금속ㆍ재료공학 기술자 및 시험원","2023. 2/2","16878","516","411","105","127","133",".7",
"전국","5규모(300인이상)","153 전기ㆍ전자공학 기술자 및 시험원","2023. 1/2","122715","4075","3521","554","1901","1940","1.5",
"전국","5규모(300인이상)","153 전기ㆍ전자공학 기술자 및 시험원","2023. 2/2","123188","3118","2765","353","1055","1068",".8",
"전국","5규모(300인이상)","154 화학공학 기술자 및 시험원","2023. 1/2","24429","609","581","28","290","320","1.2",
"전국","5규모(300인이상)","154 화학공학 기술자 및 시험원","2023. 2/2","28361","765","720","45","470","478","1.6",
"전국","5규모(300인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","2023. 1/2","11244","243","235","8","170","208","1.5",
"전국","5규모(300인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","2023. 2/2","10897","302","285","17","112","117","1",
"전국","5규모(300인이상)","156 섬유공학 기술자 및 시험원","2023. 1/2","651","3","3","0","4","4",".6",
"전국","5규모(300인이상)","156 섬유공학 기술자 및 시험원","2023. 2/2","608","9","9","0","17","17","2.7",
"전국","5규모(300인이상)","157 식품공학 기술자 및 시험원","2023. 1/2","3618","143","140","3","78","78","2.1",
"전국","5규모(300인이상)","157 식품공학 기술자 및 시험원","2023. 2/2","2599","106","100","6","40","41","1.5",
"전국","5규모(300인이상)","158 소방ㆍ방재ㆍ산업안전ㆍ비파괴 기술자","2023. 1/2","26822","2226","2024","202","485","476","1.8",
"전국","5규모(300인이상)","158 소방ㆍ방재ㆍ산업안전ㆍ비파괴 기술자","2023. 2/2","25255","874","736","138","353","361","1.4",
"전국","5규모(300인이상)","159 제도사 및 기타 인쇄ㆍ목재 등 공학 기술자 및 시험원","2023. 1/2","1566","66","53","13","55","55","3.4",
"전국","5규모(300인이상)","159 제도사 및 기타 인쇄ㆍ목재 등 공학 기술자 및 시험원","2023. 2/2","1292","49","49","0","5","4",".4",
"전국","5규모(300인이상)","21 교육직","2023. 1/2","122805","20775","20208","567","743","1914",".6",
"전국","5규모(300인이상)","21 교육직","2023. 2/2","126285","13300","12914","386","818","2775",".6",
"전국","5규모(300인이상)","22 법률직","2023. 1/2","12045","483","465","18","130","135","1.1",
"전국","5규모(300인이상)","22 법률직","2023. 2/2","14393","405","357","48","239","243","1.6",
"전국","5규모(300인이상)","23 사회복지ㆍ종교직","2023. 1/2","7764","563","524","39","204","210","2.6",
"전국","5규모(300인이상)","23 사회복지ㆍ종교직","2023. 2/2","7908","373","351","22","80","100","1",
"전국","5규모(300인이상)","24 경찰ㆍ소방ㆍ교도직","2023. 1/2","705","33","33","0","26","26","3.6",
"전국","5규모(300인이상)","24 경찰ㆍ소방ㆍ교도직","2023. 2/2","673","4","4","0","0","0","0",
"전국","5규모(300인이상)","25 군인 ","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","25 군인 ","2023. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","211 대학교수 및 강사","2023. 1/2","113277","18464","17921","543","511","1629",".4",
"전국","5규모(300인이상)","211 대학교수 및 강사","2023. 2/2","113466","11356","10989","367","618","2514",".5",
"전국","5규모(300인이상)","212 학교 교사","2023. 1/2","508","1","1","0","0","0","0",
"전국","5규모(300인이상)","212 학교 교사","2023. 2/2","1845","224","224","0","0","0","0",
"전국","5규모(300인이상)","213 유치원 교사","2023. 1/2","33","0","0","0","0","0","0",
"전국","5규모(300인이상)","213 유치원 교사","2023. 2/2","23","1","1","0","0","0","0",
"전국","5규모(300인이상)","214 문리ㆍ기술ㆍ예능 강사","2023. 1/2","1507","242","239","3","13","13",".9",
"전국","5규모(300인이상)","214 문리ㆍ기술ㆍ예능 강사","2023. 2/2","1921","257","255","2","60","60","3",
"전국","5규모(300인이상)","215 장학관 및 기타 교육 종사자","2023. 1/2","7481","2068","2048","20","219","272","2.8",
"전국","5규모(300인이상)","215 장학관 및 기타 교육 종사자","2023. 2/2","9031","1462","1445","17","140","201","1.5",
"전국","5규모(300인이상)","221 법률 전문가","2023. 1/2","5898","320","312","8","62","62","1",
"전국","5규모(300인이상)","221 법률 전문가","2023. 2/2","7249","224","186","38","171","175","2.3",
"전국","5규모(300인이상)","222 법률 사무원","2023. 1/2","6146","163","153","10","68","73","1.1",
"전국","5규모(300인이상)","222 법률 사무원","2023. 2/2","7144","181","171","10","68","68",".9",
"전국","5규모(300인이상)","231 사회복지사 및 상담사","2023. 1/2","3471","298","277","21","89","95","2.5",
"전국","5규모(300인이상)","231 사회복지사 및 상담사","2023. 2/2","3364","150","135","15","50","69","1.5",
"전국","5규모(300인이상)","232 보육교사 및 기타 사회복지 종사자","2023. 1/2","3051","253","235","18","111","111","3.5",
"전국","5규모(300인이상)","232 보육교사 및 기타 사회복지 종사자","2023. 2/2","3689","213","207","6","30","31",".8",
"전국","5규모(300인이상)","233 성직자 및 기타 종교 종사자","2023. 1/2","1242","12","12","0","4","4",".3",
"전국","5규모(300인이상)","233 성직자 및 기타 종교 종사자","2023. 2/2","855","9","9","0","0","0","0",
"전국","5규모(300인이상)","240 경찰관, 소방관 및 교도관","2023. 1/2","705","33","33","0","26","26","3.6",
"전국","5규모(300인이상)","240 경찰관, 소방관 및 교도관","2023. 2/2","673","4","4","0","0","0","0",
"전국","5규모(300인이상)","250 군인","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","250 군인","2023. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","30 보건ㆍ의료직","2023. 1/2","303360","27326","25462","1864","5489","5938","1.8",
"전국","5규모(300인이상)","30 보건ㆍ의료직","2023. 2/2","298458","15060","13275","1785","6122","6486","2",
"전국","5규모(300인이상)","301 의사, 한의사 및 치과의사","2023. 1/2","44243","7127","6460","667","1388","1030","3",
"전국","5규모(300인이상)","301 의사, 한의사 및 치과의사","2023. 2/2","43456","1446","964","482","1260","1149","2.8",
"전국","5규모(300인이상)","302 수의사","2023. 1/2","135","16","16","0","3","3","2.2",
"전국","5규모(300인이상)","302 수의사","2023. 2/2","123","21","20","1","4","3","3.1",
"전국","5규모(300인이상)","303 약사 및 한약사","2023. 1/2","5187","534","452","82","207","214","3.8",
"전국","5규모(300인이상)","303 약사 및 한약사","2023. 2/2","4755","366","185","181","296","299","5.9",
"전국","5규모(300인이상)","304 간호사","2023. 1/2","161859","12330","11432","898","2717","3336","1.7",
"전국","5규모(300인이상)","304 간호사","2023. 2/2","159702","8245","7361","884","3290","3696","2",
"전국","5규모(300인이상)","305 영양사","2023. 1/2","1987","166","163","3","11","12",".6",
"전국","5규모(300인이상)","305 영양사","2023. 2/2","1807","89","86","3","26","25","1.4",
"전국","5규모(300인이상)","306 의료기사ㆍ치료사ㆍ재활사","2023. 1/2","40421","2540","2487","53","367","403",".9",
"전국","5규모(300인이상)","306 의료기사ㆍ치료사ㆍ재활사","2023. 2/2","41273","1646","1574","72","415","438","1",
"전국","5규모(300인이상)","307 보건ㆍ의료 종사자","2023. 1/2","49528","4612","4453","159","796","939","1.6",
"전국","5규모(300인이상)","307 보건ㆍ의료 종사자","2023. 2/2","47344","3248","3085","163","831","877","1.7",
"전국","5규모(300인이상)","41 예술ㆍ디자인ㆍ방송직","2023. 1/2","48722","2738","2500","238","1046","1056","2.1",
"전국","5규모(300인이상)","41 예술ㆍ디자인ㆍ방송직","2023. 2/2","43554","1783","1570","213","900","914","2",
"전국","5규모(300인이상)","42 스포츠ㆍ레크리에이션직","2023. 1/2","8020","408","318","90","285","285","3.4",
"전국","5규모(300인이상)","42 스포츠ㆍ레크리에이션직","2023. 2/2","7605","443","323","120","305","377","3.9",
"전국","5규모(300인이상)","411 작가ㆍ통번역가","2023. 1/2","2594","139","128","11","97","97","3.6",
"전국","5규모(300인이상)","411 작가ㆍ통번역가","2023. 2/2","2076","128","104","24","112","113","5.1",
"전국","5규모(300인이상)","412 기자 및 언론 전문가","2023. 1/2","8513","210","186","24","71","71",".8",
"전국","5규모(300인이상)","412 기자 및 언론 전문가","2023. 2/2","6610","79","71","8","71","84","1.1",
"전국","5규모(300인이상)","413 학예사ㆍ사서ㆍ기록물관리사","2023. 1/2","1661","89","86","3","71","72","4.1",
"전국","5규모(300인이상)","413 학예사ㆍ사서ㆍ기록물관리사","2023. 2/2","1737","60","59","1","15","23",".9",
"전국","5규모(300인이상)","414 창작ㆍ공연 전문가(작가, 연극인 제외)","2023. 1/2","1083","60","60","0","18","18","1.6",
"전국","5규모(300인이상)","414 창작ㆍ공연 전문가(작가, 연극인 제외)","2023. 2/2","1041","25","25","0","45","26","4.1",
"전국","5규모(300인이상)","415 디자이너","2023. 1/2","23764","1296","1192","104","499","504","2.1",
"전국","5규모(300인이상)","415 디자이너","2023. 2/2","22828","1177","1018","159","559","558","2.4",
"전국","5규모(300인이상)","416 연극ㆍ영화ㆍ방송 전문가","2023. 1/2","10451","897","803","94","254","257","2.4",
"전국","5규모(300인이상)","416 연극ㆍ영화ㆍ방송 전문가","2023. 2/2","8541","247","230","17","79","91",".9",
"전국","5규모(300인이상)","417 문화ㆍ예술 기획자 및 매니저","2023. 1/2","655","47","44","3","36","36","5.2",
"전국","5규모(300인이상)","417 문화ㆍ예술 기획자 및 매니저","2023. 2/2","722","67","63","4","19","19","2.6",
"전국","5규모(300인이상)","420 스포츠ㆍ레크리에이션 종사자","2023. 1/2","8020","408","318","90","285","285","3.4",
"전국","5규모(300인이상)","420 스포츠ㆍ레크리에이션 종사자","2023. 2/2","7605","443","323","120","305","377","3.9",
"전국","5규모(300인이상)","51 미용ㆍ예식 서비스직","2023. 1/2","848","32","28","4","16","16","1.9",
"전국","5규모(300인이상)","51 미용ㆍ예식 서비스직","2023. 2/2","892","34","31","3","12","12","1.3",
"전국","5규모(300인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","2023. 1/2","20321","2115","2038","77","345","345","1.7",
"전국","5규모(300인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","2023. 2/2","20837","1868","1825","43","283","298","1.3",
"전국","5규모(300인이상)","53 음식 서비스직","2023. 1/2","30629","5990","5610","380","970","975","3.1",
"전국","5규모(300인이상)","53 음식 서비스직","2023. 2/2","32680","5158","4894","264","1169","1305","3.5",
"전국","5규모(300인이상)","54 경호ㆍ경비직","2023. 1/2","110968","16954","16369","585","1299","1315","1.2",
"전국","5규모(300인이상)","54 경호ㆍ경비직","2023. 2/2","117698","12186","11649","537","1964","2281","1.6",
"전국","5규모(300인이상)","55 돌봄 서비스직(간병ㆍ육아)","2023. 1/2","11926","832","811","21","172","203","1.4",
"전국","5규모(300인이상)","55 돌봄 서비스직(간병ㆍ육아)","2023. 2/2","15896","923","916","7","203","244","1.3",
"전국","5규모(300인이상)","56 청소 및 기타 개인서비스직","2023. 1/2","147778","22780","22334","446","1326","1373",".9",
"전국","5규모(300인이상)","56 청소 및 기타 개인서비스직","2023. 2/2","154339","16593","16293","300","1758","2355","1.1",
"전국","5규모(300인이상)","511 미용 서비스원","2023. 1/2","251","13","13","0","3","3","1.2",
"전국","5규모(300인이상)","511 미용 서비스원","2023. 2/2","300","23","21","2","6","6","2",
"전국","5규모(300인이상)","512 결혼ㆍ장례 등 예식 서비스원","2023. 1/2","597","19","15","4","12","12","2",
"전국","5규모(300인이상)","512 결혼ㆍ장례 등 예식 서비스원","2023. 2/2","591","11","9","2","6","6","1",
"전국","5규모(300인이상)","521 여행 서비스원","2023. 1/2","1013","176","149","27","39","39","3.7",
"전국","5규모(300인이상)","521 여행 서비스원","2023. 2/2","1203","230","230","0","26","26","2.1",
"전국","5규모(300인이상)","522 항공기ㆍ선박ㆍ열차 객실 승무원","2023. 1/2","12972","123","123","0","114","114",".9",
"전국","5규모(300인이상)","522 항공기ㆍ선박ㆍ열차 객실 승무원","2023. 2/2","13566","237","237","0","118","118",".9",
"전국","5규모(300인이상)","523 숙박시설 서비스원","2023. 1/2","5443","1049","1003","46","97","97","1.8",
"전국","5규모(300인이상)","523 숙박시설 서비스원","2023. 2/2","4621","568","525","43","116","116","2.4",
"전국","5규모(300인이상)","524 오락시설 서비스원","2023. 1/2","892","766","763","3","95","95","9.6",
"전국","5규모(300인이상)","524 오락시설 서비스원","2023. 2/2","1447","833","832","1","23","38","1.6",
"전국","5규모(300인이상)","531 주방장 및 조리사","2023. 1/2","7919","899","779","120","303","303","3.7",
"전국","5규모(300인이상)","531 주방장 및 조리사","2023. 2/2","8984","751","692","59","360","368","3.9",
"전국","5규모(300인이상)","532 식당 서비스원","2023. 1/2","22710","5091","4831","260","667","672","2.9",
"전국","5규모(300인이상)","532 식당 서비스원","2023. 2/2","23696","4406","4201","205","809","937","3.3",
"전국","5규모(300인이상)","541 경호ㆍ보안 종사자","2023. 1/2","18077","2186","1798","388","532","531","2.9",
"전국","5규모(300인이상)","541 경호ㆍ보안 종사자","2023. 2/2","26755","2128","1902","226","918","980","3.3",
"전국","5규모(300인이상)","542 경비원","2023. 1/2","92892","14767","14570","197","766","784",".8",
"전국","5규모(300인이상)","542 경비원","2023. 2/2","90943","10058","9746","312","1047","1301","1.1",
"전국","5규모(300인이상)","550 돌봄 서비스 종사자","2023. 1/2","11926","832","811","21","172","203","1.4",
"전국","5규모(300인이상)","550 돌봄 서비스 종사자","2023. 2/2","15896","923","916","7","203","244","1.3",
"전국","5규모(300인이상)","561 청소ㆍ방역 및 가사 서비스원","2023. 1/2","138549","20835","20490","345","1105","1150",".8",
"전국","5규모(300인이상)","561 청소ㆍ방역 및 가사 서비스원","2023. 2/2","144248","14739","14479","260","1581","2175","1.1",
"전국","5규모(300인이상)","562 검침ㆍ주차관리 및 기타 서비스 단순 종사자","2023. 1/2","9229","1945","1844","101","221","222","2.3",
"전국","5규모(300인이상)","562 검침ㆍ주차관리 및 기타 서비스 단순 종사자","2023. 2/2","10091","1854","1814","40","177","180","1.7",
"전국","5규모(300인이상)","61 영업ㆍ판매직","2023. 1/2","124599","13836","13385","451","2735","3627","2.1",
"전국","5규모(300인이상)","61 영업ㆍ판매직","2023. 2/2","127725","15872","15183","689","4391","4981","3.3",
"전국","5규모(300인이상)","62 운전ㆍ운송직","2023. 1/2","86713","7420","6565","855","2482","2408","2.8",
"전국","5규모(300인이상)","62 운전ㆍ운송직","2023. 2/2","91402","9725","7798","1927","3835","3820","4",
"전국","5규모(300인이상)","611 부동산 컨설턴트 및 중개인","2023. 1/2","19","1","1","0","0","0","0",
"전국","5규모(300인이상)","611 부동산 컨설턴트 및 중개인","2023. 2/2","230","8","4","4","4","4","1.7",
"전국","5규모(300인이상)","612 영업원 및 상품중개인","2023. 1/2","62359","2142","1923","219","832","1185","1.3",
"전국","5규모(300인이상)","612 영업원 및 상품중개인","2023. 2/2","58835","1579","1364","215","961","972","1.6",
"전국","5규모(300인이상)","613 텔레마케터","2023. 1/2","15510","2959","2888","71","640","1179","4",
"전국","5규모(300인이상)","613 텔레마케터","2023. 2/2","9876","1902","1773","129","617","1194","5.9",
"전국","5규모(300인이상)","614 소규모 상점 경영 및 일선 관리 종사자","2023. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","614 소규모 상점 경영 및 일선 관리 종사자","2023. 2/2","2","1","0","1","1","1","33.3",
"전국","5규모(300인이상)","615 판매 종사자","2023. 1/2","18498","4014","3868","146","335","335","1.8",
"전국","5규모(300인이상)","615 판매 종사자","2023. 2/2","23203","4107","4008","99","500","500","2.1",
"전국","5규모(300인이상)","616 매장 계산원 및 매표원","2023. 1/2","6406","229","226","3","44","44",".7",
"전국","5규모(300인이상)","616 매장 계산원 및 매표원","2023. 2/2","7051","436","425","11","109","106","1.5",
"전국","5규모(300인이상)","617 판촉 및 기타 판매 단순 종사자","2023. 1/2","21806","4492","4478","14","885","885","3.9",
"전국","5규모(300인이상)","617 판촉 및 기타 판매 단순 종사자","2023. 2/2","28528","7840","7609","231","2198","2204","7.2",
"전국","5규모(300인이상)","621 항공기ㆍ선박ㆍ철도 조종사 및 관제사","2023. 1/2","10830","81","81","0","66","66",".6",
"전국","5규모(300인이상)","621 항공기ㆍ선박ㆍ철도 조종사 및 관제사","2023. 2/2","9423","95","94","1","92","96","1",
"전국","5규모(300인이상)","622 자동차 운전원","2023. 1/2","39946","2710","2227","483","1581","1507","3.8",
"전국","5규모(300인이상)","622 자동차 운전원","2023. 2/2","40684","2768","1984","784","2130","2075","5",
"전국","5규모(300인이상)","623 물품이동장비 조작원(크레인, 호이스트, 지게차)","2023. 1/2","13963","312","272","40","143","143","1",
"전국","5규모(300인이상)","623 물품이동장비 조작원(크레인, 호이스트, 지게차)","2023. 2/2","15226","346","305","41","88","122",".6",
"전국","5규모(300인이상)","624 택배원 및 기타 운송 종사자","2023. 1/2","21973","4317","3985","332","691","691","3",
"전국","5규모(300인이상)","624 택배원 및 기타 운송 종사자","2023. 2/2","26069","6515","5415","1100","1525","1527","5.5",
"전국","5규모(300인이상)","70 건설ㆍ채굴직","2023. 1/2","18569","1759","1725","34","116","116",".6",
"전국","5규모(300인이상)","70 건설ㆍ채굴직","2023. 2/2","27825","2259","2134","125","244","249",".9",
"전국","5규모(300인이상)","701 건설구조 기능원","2023. 1/2","2282","188","187","1","2","2",".1",
"전국","5규모(300인이상)","701 건설구조 기능원","2023. 2/2","1385","96","96","0","9","9",".6",
"전국","5규모(300인이상)","702 건축마감 기능원","2023. 1/2","10562","845","820","25","101","101",".9",
"전국","5규모(300인이상)","702 건축마감 기능원","2023. 2/2","13069","907","787","120","191","197","1.4",
"전국","5규모(300인이상)","703 배관공","2023. 1/2","2103","23","21","2","2","2",".1",
"전국","5규모(300인이상)","703 배관공","2023. 2/2","3005","223","222","1","10","10",".3",
"전국","5규모(300인이상)","704 건설ㆍ채굴기계 운전원","2023. 1/2","171","5","5","0","3","3","1.7",
"전국","5규모(300인이상)","704 건설ㆍ채굴기계 운전원","2023. 2/2","196","3","3","0","0","0","0",
"전국","5규모(300인이상)","705 기타 건설ㆍ채굴 기능원(채굴포함)","2023. 1/2","584","71","71","0","0","0","0",
"전국","5규모(300인이상)","705 기타 건설ㆍ채굴 기능원(채굴포함)","2023. 2/2","616","12","9","3","3","3",".5",
