"시도별(17개)","규모별","산업분류별","시점","현원[명]","구인인원[명]","채용인원[명]","미충원인원[명]","부족인원[명]","채용계획인원[명]","부족률[%]",
"전국","5규모(300인이상)","C20 화학 물질 및 화학제품 제조업; 의약품 제외","2022. 2/2","33520","770","744","26","256","281",".8",
"전국","5규모(300인이상)","C21 의료용 물질 및 의약품 제조업","2022. 1/2","19650","955","894","61","478","477","2.4",
"전국","5규모(300인이상)","C21 의료용 물질 및 의약품 제조업","2022. 2/2","20381","722","645","77","430","860","2.1",
"전국","5규모(300인이상)","C22 고무 및 플라스틱제품 제조업","2022. 1/2","27903","1441","1421","20","194","189",".7",
"전국","5규모(300인이상)","C22 고무 및 플라스틱제품 제조업","2022. 2/2","27731","872","812","60","110","133",".4",
"전국","5규모(300인이상)","C23 비금속 광물제품 제조업","2022. 1/2","9951","118","104","14","109","109","1.1",
"전국","5규모(300인이상)","C23 비금속 광물제품 제조업","2022. 2/2","9965","178","143","35","34","34",".3",
"전국","5규모(300인이상)","C24 1차 금속 제조업","2022. 1/2","47900","1020","963","57","319","318",".7",
"전국","5규모(300인이상)","C24 1차 금속 제조업","2022. 2/2","48053","901","830","71","290","290",".6",
"전국","5규모(300인이상)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2022. 1/2","17935","588","485","103","216","216","1.2",
"전국","5규모(300인이상)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2022. 2/2","18128","412","326","86","194","194","1.1",
"전국","5규모(300인이상)","C26 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","2022. 1/2","228075","7040","6573","467","2491","2502","1.1",
"전국","5규모(300인이상)","C26 전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업","2022. 2/2","232242","8310","7899","411","1809","2061",".8",
"전국","5규모(300인이상)","C27 의료, 정밀, 광학 기기 및 시계 제조업","2022. 1/2","14883","648","423","225","285","280","1.9",
"전국","5규모(300인이상)","C27 의료, 정밀, 광학 기기 및 시계 제조업","2022. 2/2","15274","464","380","84","313","313","2",
"전국","5규모(300인이상)","C28 전기장비 제조업","2022. 1/2","57224","2498","2212","286","864","864","1.5",
"전국","5규모(300인이상)","C28 전기장비 제조업","2022. 2/2","57989","2486","2259","227","938","960","1.6",
"전국","5규모(300인이상)","C29 기타 기계 및 장비 제조업","2022. 1/2","42057","2240","1963","277","846","914","2",
"전국","5규모(300인이상)","C29 기타 기계 및 장비 제조업","2022. 2/2","42098","1416","1226","190","668","711","1.6",
"전국","5규모(300인이상)","C30 자동차 및 트레일러 제조업","2022. 1/2","132981","2106","1953","153","544","542",".4",
"전국","5규모(300인이상)","C30 자동차 및 트레일러 제조업","2022. 2/2","135168","1613","1446","167","684","672",".5",
"전국","5규모(300인이상)","C31 기타 운송장비 제조업","2022. 1/2","52113","518","490","28","129","127",".2",
"전국","5규모(300인이상)","C31 기타 운송장비 제조업","2022. 2/2","52873","1082","1040","42","540","540","1",
"전국","5규모(300인이상)","C32 가구 제조업","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","C32 가구 제조업","2022. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","C33 기타 제품 제조업","2022. 1/2","572","1","1","0","0","2","0",
"전국","5규모(300인이상)","C33 기타 제품 제조업","2022. 2/2","610","28","28","0","0","0","0",
"전국","5규모(300인이상)","C34 산업용 기계 및 장비 수리업","2022. 1/2","3206","148","148","0","51","51","1.6",
"전국","5규모(300인이상)","C34 산업용 기계 및 장비 수리업","2022. 2/2","3255","58","55","3","30","30",".9",
"전국","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2022. 1/2","1952897","171999","162944","9055","39326","45454","2",
"전국","5규모(300인이상)","DS 사회간접자본 및 기타서비스업(35-96)(D-S)","2022. 2/2","1994238","149037","139240","9797","38043","44607","1.9",
"전국","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022. 1/2","24829","149","56","93","158","280",".6",
"전국","5규모(300인이상)","D.전기, 가스, 증기 및 공기 조절 공급업(35)","2022. 2/2","25876","89","88","1","32","70",".1",
"전국","5규모(300인이상)","D35 전기, 가스, 증기 및 공기 조절 공급업","2022. 1/2","24829","149","56","93","158","280",".6",
"전국","5규모(300인이상)","D35 전기, 가스, 증기 및 공기 조절 공급업","2022. 2/2","25876","89","88","1","32","70",".1",
"전국","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022. 1/2","2922","47","47","0","68","348","2.3",
"전국","5규모(300인이상)","E.수도, 하수 및 폐기물 처리, 원료 재생업(36~39)","2022. 2/2","2984","161","152","9","89","249","2.9",
"전국","5규모(300인이상)","E36 수도업","2022. 1/2","2575","47","47","0","53","333","2",
"전국","5규모(300인이상)","E36 수도업","2022. 2/2","2648","161","152","9","68","227","2.5",
"전국","5규모(300인이상)","E37 하수, 폐수 및 분뇨 처리업","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","E37 하수, 폐수 및 분뇨 처리업","2022. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","E38 폐기물 수집, 운반, 처리 및 원료 재생업","2022. 1/2","347","0","0","0","14","14","3.9",
"전국","5규모(300인이상)","E38 폐기물 수집, 운반, 처리 및 원료 재생업","2022. 2/2","336","0","0","0","22","22","6.1",
"전국","5규모(300인이상)","E39 환경 정화 및 복원업","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","E39 환경 정화 및 복원업","2022. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","F.건설업(41~42)","2022. 1/2","76885","4323","4203","120","991","1052","1.3",
"전국","5규모(300인이상)","F.건설업(41~42)","2022. 2/2","78421","4175","4027","148","756","845","1",
"전국","5규모(300인이상)","F41 종합 건설업","2022. 1/2","63651","3275","3179","96","967","1028","1.5",
"전국","5규모(300인이상)","F41 종합 건설업","2022. 2/2","64916","3092","3021","71","566","655",".9",
"전국","5규모(300인이상)","F42 전문직별 공사업","2022. 1/2","13234","1048","1024","24","24","24",".2",
"전국","5규모(300인이상)","F42 전문직별 공사업","2022. 2/2","13504","1083","1006","77","190","190","1.4",
"전국","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2022. 1/2","115438","6143","5283","860","4026","4050","3.4",
"전국","5규모(300인이상)","GI 도매 및 소매업 숙박 및 음식점업(45-47,55-56) (GI)","2022. 2/2","113938","6428","6017","411","3231","3260","2.8",
"전국","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2022. 1/2","1334332","143910","137792","6118","23415","27774","1.7",
"전국","5규모(300인이상)","ELS 사업;개인,공공서비스업(36-39,68-96)","2022. 2/2","1364420","119033","111704","7329","23520","29167","1.7",
"전국","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2022. 1/2","426243","17623","15666","1957","10895","12578","2.5",
"전국","5규모(300인이상)","DHJK 전기,운수,통신,금융업(DHJK0, 35,49-52,58-66)","2022. 2/2","437459","19401","17491","1910","10536","11335","2.4",
"전국","5규모(300인이상)","G.도매 및 소매업(45~47)","2022. 1/2","100748","5244","4521","723","3640","3665","3.5",
"전국","5규모(300인이상)","G.도매 및 소매업(45~47)","2022. 2/2","98290","4767","4488","279","2363","2392","2.3",
"전국","5규모(300인이상)","G45 자동차 및 부품 판매업","2022. 1/2","1923","174","174","0","0","0","0",
"전국","5규모(300인이상)","G45 자동차 및 부품 판매업","2022. 2/2","1830","64","64","0","0","0","0",
"전국","5규모(300인이상)","G46 도매 및 상품 중개업","2022. 1/2","63245","3189","2988","201","1526","1552","2.4",
"전국","5규모(300인이상)","G46 도매 및 상품 중개업","2022. 2/2","60851","3265","3078","187","1214","1242","2",
"전국","5규모(300인이상)","G47 소매업; 자동차 제외","2022. 1/2","35580","1881","1359","522","2113","2113","5.6",
"전국","5규모(300인이상)","G47 소매업; 자동차 제외","2022. 2/2","35608","1439","1346","93","1150","1150","3.1",
"전국","5규모(300인이상)","H.운수 및 창고업(49~52)","2022. 1/2","105134","3387","3027","360","2109","2378","2",
"전국","5규모(300인이상)","H.운수 및 창고업(49~52)","2022. 2/2","107637","4324","3787","537","2497","2756","2.3",
"전국","5규모(300인이상)","H49 육상 운송 및 파이프라인 운송업","2022. 1/2","38342","2174","1949","225","1263","1263","3.2",
"전국","5규모(300인이상)","H49 육상 운송 및 파이프라인 운송업","2022. 2/2","37307","2299","2091","208","1655","1705","4.2",
"전국","5규모(300인이상)","H50 수상 운송업","2022. 1/2","3582","53","53","0","193","193","5.1",
"전국","5규모(300인이상)","H50 수상 운송업","2022. 2/2","3640","73","73","0","27","27",".7",
"전국","5규모(300인이상)","H51 항공 운송업","2022. 1/2","25971","41","41","0","21","21",".1",
"전국","5규모(300인이상)","H51 항공 운송업","2022. 2/2","27726","119","119","0","204","204",".7",
"전국","5규모(300인이상)","H52 창고 및 운송관련 서비스업","2022. 1/2","37240","1118","984","134","630","900","1.7",
"전국","5규모(300인이상)","H52 창고 및 운송관련 서비스업","2022. 2/2","38964","1834","1505","329","611","821","1.5",
"전국","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2022. 1/2","14690","899","762","137","386","385","2.6",
"전국","5규모(300인이상)","I.숙박 및 음식점업(55~56)","2022. 2/2","15648","1661","1529","132","868","868","5.3",
"전국","5규모(300인이상)","I55 숙박업","2022. 1/2","12898","816","681","135","375","374","2.8",
"전국","5규모(300인이상)","I55 숙박업","2022. 2/2","13604","1633","1506","127","855","855","5.9",
"전국","5규모(300인이상)","I56 음식점 및 주점업","2022. 1/2","1792","83","81","2","11","11",".6",
"전국","5규모(300인이상)","I56 음식점 및 주점업","2022. 2/2","2045","28","23","5","13","13",".6",
"전국","5규모(300인이상)","J.정보통신업(58~63)","2022. 1/2","167553","8625","7492","1133","5852","6071","3.4",
"전국","5규모(300인이상)","J.정보통신업(58~63)","2022. 2/2","173578","9479","8621","858","5362","5383","3",
"전국","5규모(300인이상)","J58 출판업","2022. 1/2","70196","4582","3657","925","3208","3417","4.4",
"전국","5규모(300인이상)","J58 출판업","2022. 2/2","73564","5118","4456","662","2862","2895","3.7",
"전국","5규모(300인이상)","J59 영상ㆍ오디오 기록물 제작 및 배급업","2022. 1/2","3462","134","134","0","97","97","2.7",
"전국","5규모(300인이상)","J59 영상ㆍ오디오 기록물 제작 및 배급업","2022. 2/2","3750","178","178","0","67","67","1.8",
"전국","5규모(300인이상)","J60 방송업","2022. 1/2","12998","333","332","1","66","66",".5",
"전국","5규모(300인이상)","J60 방송업","2022. 2/2","12977","313","309","4","181","181","1.4",
"전국","5규모(300인이상)","J61 우편 및 통신업","2022. 1/2","12865","258","258","0","125","125","1",
"전국","5규모(300인이상)","J61 우편 및 통신업","2022. 2/2","13117","482","395","87","276","276","2.1",
"전국","5규모(300인이상)","J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","2022. 1/2","41423","1955","1884","71","1147","1167","2.7",
"전국","5규모(300인이상)","J62 컴퓨터 프로그래밍, 시스템 통합 및 관리업","2022. 2/2","42517","1966","1863","103","872","872","2",
"전국","5규모(300인이상)","J63 정보서비스업","2022. 1/2","26609","1363","1227","136","1209","1198","4.3",
"전국","5규모(300인이상)","J63 정보서비스업","2022. 2/2","27652","1424","1419","5","1105","1092","3.8",
"전국","5규모(300인이상)","K.금융 및 보험업(64~66)","2022. 1/2","128726","5462","5090","372","2777","3850","2.1",
"전국","5규모(300인이상)","K.금융 및 보험업(64~66)","2022. 2/2","130367","5508","4994","514","2645","3125","2",
"전국","5규모(300인이상)","K64 금융업","2022. 1/2","53573","2098","1753","345","1978","2019","3.6",
"전국","5규모(300인이상)","K64 금융업","2022. 2/2","54543","1974","1852","122","1394","1451","2.5",
"전국","5규모(300인이상)","K65 보험 및 연금업","2022. 1/2","37029","1126","1101","25","280","885",".8",
"전국","5규모(300인이상)","K65 보험 및 연금업","2022. 2/2","37724","1432","1298","134","526","581","1.4",
"전국","5규모(300인이상)","K66 금융 및 보험관련 서비스업","2022. 1/2","38124","2238","2237","1","519","946","1.3",
"전국","5규모(300인이상)","K66 금융 및 보험관련 서비스업","2022. 2/2","38101","2101","1845","256","726","1093","1.9",
"전국","5규모(300인이상)","L.부동산업(68)","2022. 1/2","27804","3394","3265","129","505","538","1.8",
"전국","5규모(300인이상)","L.부동산업(68)","2022. 2/2","28089","2287","2218","69","286","286","1",
"전국","5규모(300인이상)","L68 부동산업","2022. 1/2","27804","3394","3265","129","505","538","1.8",
"전국","5규모(300인이상)","L68 부동산업","2022. 2/2","28089","2287","2218","69","286","286","1",
"전국","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2022. 1/2","340789","16197","15028","1169","6167","6686","1.8",
"전국","5규모(300인이상)","M.전문, 과학 및 기술 서비스업(70~73)","2022. 2/2","352495","17134","15815","1319","5336","6181","1.5",
"전국","5규모(300인이상)","M70 연구개발업","2022. 1/2","160608","6871","6103","768","2297","2752","1.4",
"전국","5규모(300인이상)","M70 연구개발업","2022. 2/2","166713","6482","5656","826","1916","2524","1.1",
"전국","5규모(300인이상)","M71 전문 서비스업","2022. 1/2","118805","5466","5310","156","2725","2793","2.2",
"전국","5규모(300인이상)","M71 전문 서비스업","2022. 2/2","124130","7090","6946","144","2111","2160","1.7",
"전국","5규모(300인이상)","M72 건축 기술, 엔지니어링 및 기타 과학기술 서비스업","2022. 1/2","57628","3663","3428","235","959","961","1.6",
"전국","5규모(300인이상)","M72 건축 기술, 엔지니어링 및 기타 과학기술 서비스업","2022. 2/2","58279","3356","3036","320","1153","1341","1.9",
"전국","5규모(300인이상)","M73 기타 전문, 과학 및 기술 서비스업","2022. 1/2","3748","197","188","9","186","180","4.7",
"전국","5규모(300인이상)","M73 기타 전문, 과학 및 기술 서비스업","2022. 2/2","3373","205","176","29","156","156","4.4",
"전국","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022. 1/2","426730","68253","66376","1877","8259","9348","1.9",
"전국","5규모(300인이상)","N.사업시설 관리, 사업 지원 및 임대 서비스업(74~76)","2022. 2/2","437234","56076","53296","2780","8061","9055","1.8",
"전국","5규모(300인이상)","N74 사업시설 관리 및 조경 서비스업","2022. 1/2","105408","13315","13149","166","957","963",".9",
"전국","5규모(300인이상)","N74 사업시설 관리 및 조경 서비스업","2022. 2/2","109405","11101","10693","408","1009","1018",".9",
"전국","5규모(300인이상)","N75 사업 지원 서비스업","2022. 1/2","318422","54672","52980","1692","7201","8284","2.2",
"전국","5규모(300인이상)","N75 사업 지원 서비스업","2022. 2/2","324913","44710","42347","2363","6805","7790","2.1",
"전국","5규모(300인이상)","N76 임대업; 부동산 제외","2022. 1/2","2900","266","248","18","101","101","3.4",
"전국","5규모(300인이상)","N76 임대업; 부동산 제외","2022. 2/2","2916","264","256","8","247","247","7.8",
"전국","5규모(300인이상)","P.교육 서비스업(85)","2022. 1/2","172216","23439","22239","1200","1285","2696",".7",
"전국","5규모(300인이상)","P.교육 서비스업(85)","2022. 2/2","172536","21360","20620","740","1527","3472",".9",
"전국","5규모(300인이상)","P85 교육 서비스업","2022. 1/2","172216","23439","22239","1200","1285","2696",".7",
"전국","5규모(300인이상)","P85 교육 서비스업","2022. 2/2","172536","21360","20620","740","1527","3472",".9",
"전국","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2022. 1/2","345591","30867","29192","1675","6429","7496","1.8",
"전국","5규모(300인이상)","Q.보건업 및 사회복지 서비스업(86~87)","2022. 2/2","350833","19844","17570","2274","7878","9584","2.2",
"전국","5규모(300인이상)","Q86 보건업","2022. 1/2","330792","29325","27683","1642","6102","7149","1.8",
"전국","5규모(300인이상)","Q86 보건업","2022. 2/2","334736","18824","16601","2223","7604","9248","2.2",
"전국","5규모(300인이상)","Q87 사회복지 서비스업","2022. 1/2","14799","1542","1509","33","327","347","2.2",
"전국","5규모(300인이상)","Q87 사회복지 서비스업","2022. 2/2","16097","1019","969","50","274","336","1.7",
"전국","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022. 1/2","14143","1624","1557","67","608","567","4.1",
"전국","5규모(300인이상)","R.예술, 스포츠 및 여가관련 서비스업(90~91)","2022. 2/2","16024","2052","1928","124","248","245","1.5",
"전국","5규모(300인이상)","R90 창작, 예술 및 여가관련 서비스업","2022. 1/2","1208","30","28","2","11","11",".9",
"전국","5규모(300인이상)","R90 창작, 예술 및 여가관련 서비스업","2022. 2/2","1323","26","26","0","34","34","2.5",
"전국","5규모(300인이상)","R91 스포츠 및 오락관련 서비스업","2022. 1/2","12935","1593","1530","63","596","556","4.4",
"전국","5규모(300인이상)","R91 스포츠 및 오락관련 서비스업","2022. 2/2","14700","2026","1902","124","214","211","1.4",
"전국","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022. 1/2","4137","89","87","2","94","94","2.2",
"전국","5규모(300인이상)","S.협회 및 단체, 수리 및 기타 개인 서비스업(94~96)","2022. 2/2","4225","120","104","16","95","95","2.2",
"전국","5규모(300인이상)","S94 협회 및 단체","2022. 1/2","4137","89","87","2","94","94","2.2",
"전국","5규모(300인이상)","S94 협회 및 단체","2022. 2/2","4225","120","104","16","95","95","2.2",
"전국","5규모(300인이상)","S95 개인 및 소비용품 수리업","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","S95 개인 및 소비용품 수리업","2022. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","S96 기타 개인 서비스업","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","S96 기타 개인 서비스업","2022. 2/2","0","0","0","0","0","0","0",
"전국","중소규모(5~299인)","전산업","2022. 1/2","10463902","820197","693658","126539","393769","399136","3.6",
"전국","중소규모(5~299인)","전산업","2022. 2/2","10636961","769818","628362","141456","394002","401761","3.6",
"전국","중소규모(5~299인)","BC 광공업 (05-34)","2022. 1/2","2474953","154259","107723","46536","129793","129138","5",
"전국","중소규모(5~299인)","BC 광공업 (05-34)","2022. 2/2","2505245","155311","105652","49659","125980","126730","4.8",
"전국","중소규모(5~299인)","B.광업(05~08)","2022. 1/2","9734","407","364","43","201","201","2",
"전국","중소규모(5~299인)","B.광업(05~08)","2022. 2/2","9652","418","375","43","155","155","1.6",
"전국","중소규모(5~299인)","B05 석탄, 원유 및 천연가스 광업","2022. 1/2","1023","13","10","3","2","2",".2",
"전국","중소규모(5~299인)","B05 석탄, 원유 및 천연가스 광업","2022. 2/2","1024","25","25","0","6","6",".6",
"전국","중소규모(5~299인)","B06 금속 광업","2022. 1/2","282","11","11","0","11","11","3.8",
"전국","중소규모(5~299인)","B06 금속 광업","2022. 2/2","282","14","10","4","10","10","3.4",
"전국","중소규모(5~299인)","B07 비금속광물 광업; 연료용 제외","2022. 1/2","8402","382","343","39","188","188","2.2",
"전국","중소규모(5~299인)","B07 비금속광물 광업; 연료용 제외","2022. 2/2","8288","367","328","39","139","139","1.6",
"전국","중소규모(5~299인)","B08 광업 지원 서비스업","2022. 1/2","28","0","0","0","0","0","0",
"전국","중소규모(5~299인)","B08 광업 지원 서비스업","2022. 2/2","58","12","12","0","0","0","0",
"전국","중소규모(5~299인)","C.제조업(10~34)","2022. 1/2","2465219","153852","107359","46493","129592","128937","5",
"전국","중소규모(5~299인)","C.제조업(10~34)","2022. 2/2","2495593","154893","105277","49616","125825","126575","4.8",
"전국","중소규모(5~299인)","C10 식료품 제조업","2022. 1/2","215006","15810","11484","4326","13875","13863","6.1",
"전국","중소규모(5~299인)","C10 식료품 제조업","2022. 2/2","218914","16407","12010","4397","12928","13479","5.6",
"전국","중소규모(5~299인)","C11 음료 제조업","2022. 1/2","13262","663","478","185","347","332","2.5",
"전국","중소규모(5~299인)","C11 음료 제조업","2022. 2/2","13493","1051","800","251","428","492","3.1",
"전국","중소규모(5~299인)","C12 담배 제조업","2022. 1/2","282","0","0","0","0","0","0",
"전국","중소규모(5~299인)","C12 담배 제조업","2022. 2/2","284","0","0","0","0","0","0",
"전국","중소규모(5~299인)","C13 섬유제품 제조업; 의복 제외","2022. 1/2","83265","3654","2896","758","2924","2845","3.4",
"전국","중소규모(5~299인)","C13 섬유제품 제조업; 의복 제외","2022. 2/2","82743","3650","2752","898","2933","2947","3.4",
"전국","중소규모(5~299인)","C14 의복, 의복 액세서리 및 모피제품 제조업","2022. 1/2","43202","2068","1735","333","1550","1486","3.5",
"전국","중소규모(5~299인)","C14 의복, 의복 액세서리 및 모피제품 제조업","2022. 2/2","44480","3234","2986","248","1227","1218","2.7",
"전국","중소규모(5~299인)","C15 가죽, 가방 및 신발 제조업","2022. 1/2","13657","463","435","28","416","397","3",
"전국","중소규모(5~299인)","C15 가죽, 가방 및 신발 제조업","2022. 2/2","13994","645","607","38","211","209","1.5",
"전국","중소규모(5~299인)","C16 목재 및 나무제품 제조업; 가구 제외","2022. 1/2","23020","840","634","206","1375","1321","5.6",
"전국","중소규모(5~299인)","C16 목재 및 나무제품 제조업; 가구 제외","2022. 2/2","24033","1464","784","680","1227","1187","4.9",
"전국","중소규모(5~299인)","C17 펄프, 종이 및 종이제품 제조업","2022. 1/2","64201","4327","2867","1460","3525","3508","5.2",
"전국","중소규모(5~299인)","C17 펄프, 종이 및 종이제품 제조업","2022. 2/2","64844","3897","2515","1382","3779","3845","5.5",
"전국","중소규모(5~299인)","C18 인쇄 및 기록매체 복제업","2022. 1/2","33783","1583","1443","140","1755","1713","4.9",
"전국","중소규모(5~299인)","C18 인쇄 및 기록매체 복제업","2022. 2/2","33790","1858","1083","775","2048","2048","5.7",
"전국","중소규모(5~299인)","C19 코크스, 연탄 및 석유정제품 제조업","2022. 1/2","3459","61","54","7","50","50","1.4",
"전국","중소규모(5~299인)","C19 코크스, 연탄 및 석유정제품 제조업","2022. 2/2","3563","122","114","8","57","75","1.6",
"전국","중소규모(5~299인)","C20 화학 물질 및 화학제품 제조업; 의약품 제외","2022. 1/2","132513","9029","6070","2959","6437","6209","4.6",
"전국","중소규모(5~299인)","C20 화학 물질 및 화학제품 제조업; 의약품 제외","2022. 2/2","133220","7528","4755","2773","6300","6625","4.5",
"전국","중소규모(5~299인)","C21 의료용 물질 및 의약품 제조업","2022. 1/2","39555","2737","2199","538","1152","1146","2.8",
"전국","중소규모(5~299인)","C21 의료용 물질 및 의약품 제조업","2022. 2/2","40530","2597","1971","626","1247","1292","3",
"전국","중소규모(5~299인)","C22 고무 및 플라스틱제품 제조업","2022. 1/2","209821","12250","8106","4144","12118","12138","5.5",
"전국","중소규모(5~299인)","C22 고무 및 플라스틱제품 제조업","2022. 2/2","208433","12440","8170","4270","10627","10591","4.9",
"전국","중소규모(5~299인)","C23 비금속 광물제품 제조업","2022. 1/2","88057","3739","2443","1296","3286","3150","3.6",
"전국","중소규모(5~299인)","C23 비금속 광물제품 제조업","2022. 2/2","89041","4009","2646","1363","3447","3302","3.7",
"전국","중소규모(5~299인)","C24 1차 금속 제조업","2022. 1/2","100386","6903","3866","3037","6281","6351","5.9",
"전국","중소규모(5~299인)","C24 1차 금속 제조업","2022. 2/2","102243","6074","3618","2456","5342","5323","5",
"전국","중소규모(5~299인)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2022. 1/2","280615","18624","12113","6511","17521","17366","5.9",
"전국","중소규모(5~299인)","C25 금속 가공제품 제조업; 기계 및 가구 제외","2022. 2/2","281507","17956","11469","6487","15861","15561","5.3",
