"시도별(17개)","규모별","직종별","시점","현원[명]","구인인원[명]","채용인원[명]","미충원인원[명]","부족인원[명]","채용계획인원[명]","부족률[%]",
"전국","5규모(300인이상)","016 건설ㆍ채굴ㆍ제조ㆍ생산 관리자","2022. 2/2","7907","51","50","1","24","38",".3",
"전국","5규모(300인이상)","021 정부ㆍ공공 행정 전문가","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","021 정부ㆍ공공 행정 전문가","2022. 2/2","1","0","0","0","0","0","0",
"전국","5규모(300인이상)","022 경영ㆍ인사 전문가","2022. 1/2","6532","608","596","12","226","226","3.3",
"전국","5규모(300인이상)","022 경영ㆍ인사 전문가","2022. 2/2","7388","850","835","15","91","91","1.2",
"전국","5규모(300인이상)","023 회계ㆍ세무ㆍ감정 전문가","2022. 1/2","11775","214","188","26","425","429","3.5",
"전국","5규모(300인이상)","023 회계ㆍ세무ㆍ감정 전문가","2022. 2/2","12581","1574","1548","26","197","194","1.5",
"전국","5규모(300인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","2022. 1/2","14487","1078","956","122","676","678","4.5",
"전국","5규모(300인이상)","024 광고ㆍ조사ㆍ상품기획ㆍ행사기획 전문가","2022. 2/2","15131","1034","974","60","397","398","2.6",
"전국","5규모(300인이상)","025 정부ㆍ공공 행정 사무원","2022. 1/2","10555","321","259","62","266","712","2.5",
"전국","5규모(300인이상)","025 정부ㆍ공공 행정 사무원","2022. 2/2","10710","496","444","52","143","202","1.3",
"전국","5규모(300인이상)","026 경영지원 사무원","2022. 1/2","241492","12506","11875","631","4146","4628","1.7",
"전국","5규모(300인이상)","026 경영지원 사무원","2022. 2/2","245314","10332","9778","554","3788","4057","1.5",
"전국","5규모(300인이상)","027 회계ㆍ경리 사무원","2022. 1/2","31966","1135","1042","93","673","690","2.1",
"전국","5규모(300인이상)","027 회계ㆍ경리 사무원","2022. 2/2","33641","1270","1209","61","487","515","1.4",
"전국","5규모(300인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","2022. 1/2","128239","3256","3106","150","1070","1100",".8",
"전국","5규모(300인이상)","028 무역ㆍ운송ㆍ생산ㆍ품질 사무원","2022. 2/2","126961","3079","2970","109","1137","1182",".9",
"전국","5규모(300인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","2022. 1/2","107865","14024","13362","662","2816","3404","2.5",
"전국","5규모(300인이상)","029 안내ㆍ고객상담ㆍ통계ㆍ비서ㆍ사무보조 및 기타 사무원","2022. 2/2","111595","13620","12768","852","2390","2840","2.1",
"전국","5규모(300인이상)","031 금융ㆍ보험 전문가","2022. 1/2","23336","1033","1017","16","316","367","1.3",
"전국","5규모(300인이상)","031 금융ㆍ보험 전문가","2022. 2/2","22138","793","759","34","282","319","1.3",
"전국","5규모(300인이상)","032 금융ㆍ보험 사무원","2022. 1/2","40728","2392","2120","272","1276","1433","3",
"전국","5규모(300인이상)","032 금융ㆍ보험 사무원","2022. 2/2","40718","2365","2147","218","1311","1531","3.1",
"전국","5규모(300인이상)","033 금융ㆍ보험 영업원","2022. 1/2","437","31","31","0","0","0","0",
"전국","5규모(300인이상)","033 금융ㆍ보험 영업원","2022. 2/2","414","66","66","0","0","0","0",
"전국","5규모(300인이상)","11 인문ㆍ사회과학 연구직","2022. 1/2","4696","337","315","22","116","207","2.4",
"전국","5규모(300인이상)","11 인문ㆍ사회과학 연구직","2022. 2/2","5253","398","367","31","111","119","2.1",
"전국","5규모(300인이상)","12 자연ㆍ생명과학 연구직","2022. 1/2","20761","1623","1487","136","627","637","2.9",
"전국","5규모(300인이상)","12 자연ㆍ생명과학 연구직","2022. 2/2","21954","1681","1532","149","467","545","2.1",
"전국","5규모(300인이상)","13 정보통신 연구개발직 및 공학 기술직","2022. 1/2","152241","8255","7172","1083","6436","6682","4.1",
"전국","5규모(300인이상)","13 정보통신 연구개발직 및 공학 기술직","2022. 2/2","155098","7851","6962","889","5234","5305","3.3",
"전국","5규모(300인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","2022. 1/2","61812","4127","3967","160","839","976","1.3",
"전국","5규모(300인이상)","14 건설ㆍ채굴 연구개발직 및 공학 기술직","2022. 2/2","63246","3367","3185","182","797","992","1.2",
"전국","5규모(300인이상)","15 제조 연구개발직 및 공학 기술직","2022. 1/2","307627","10716","9634","1082","3852","4444","1.2",
"전국","5규모(300인이상)","15 제조 연구개발직 및 공학 기술직","2022. 2/2","315889","10404","9361","1043","3388","4183","1.1",
"전국","5규모(300인이상)","110 인문ㆍ사회과학 연구원","2022. 1/2","4696","337","315","22","116","207","2.4",
"전국","5규모(300인이상)","110 인문ㆍ사회과학 연구원","2022. 2/2","5253","398","367","31","111","119","2.1",
"전국","5규모(300인이상)","121 자연과학 연구원 및 시험원","2022. 1/2","7559","542","509","33","111","123","1.4",
"전국","5규모(300인이상)","121 자연과학 연구원 및 시험원","2022. 2/2","7723","576","528","48","116","119","1.5",
"전국","5규모(300인이상)","122 생명과학 연구원 및 시험원","2022. 1/2","13202","1080","978","102","516","514","3.8",
"전국","5규모(300인이상)","122 생명과학 연구원 및 시험원","2022. 2/2","14231","1105","1005","100","351","426","2.4",
"전국","5규모(300인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","2022. 1/2","5867","155","136","19","64","67","1.1",
"전국","5규모(300인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","2022. 2/2","6754","208","176","32","70","70","1",
"전국","5규모(300인이상)","132 컴퓨터시스템 전문가","2022. 1/2","8502","294","289","5","107","109","1.2",
"전국","5규모(300인이상)","132 컴퓨터시스템 전문가","2022. 2/2","8711","273","253","20","105","105","1.2",
"전국","5규모(300인이상)","133 소프트웨어 개발자","2022. 1/2","80968","5256","4437","819","4303","4383","5",
"전국","5규모(300인이상)","133 소프트웨어 개발자","2022. 2/2","81617","4814","4224","590","3372","3409","4",
"전국","5규모(300인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","2022. 1/2","45758","1991","1794","197","1594","1754","3.4",
"전국","5규모(300인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","2022. 2/2","46390","1932","1708","224","1312","1346","2.8",
"전국","5규모(300인이상)","135 정보보안 전문가","2022. 1/2","9781","538","496","42","369","370","3.6",
"전국","5규모(300인이상)","135 정보보안 전문가","2022. 2/2","10285","610","592","18","356","356","3.3",
"전국","5규모(300인이상)","136 통신ㆍ방송송출 장비 기사","2022. 1/2","1364","21","21","0","0","0","0",
"전국","5규모(300인이상)","136 통신ㆍ방송송출 장비 기사","2022. 2/2","1342","15","10","5","18","18","1.3",
"전국","5규모(300인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","2022. 1/2","61812","4127","3967","160","839","976","1.3",
"전국","5규모(300인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","2022. 2/2","63246","3367","3185","182","797","992","1.2",
"전국","5규모(300인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","2022. 1/2","104501","3194","2935","259","1006","1105","1",
"전국","5규모(300인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","2022. 2/2","105329","3050","2767","283","1092","1165","1",
"전국","5규모(300인이상)","152 금속ㆍ재료공학 기술자 및 시험원","2022. 1/2","20213","478","446","32","299","298","1.5",
"전국","5규모(300인이상)","152 금속ㆍ재료공학 기술자 및 시험원","2022. 2/2","19558","459","433","26","155","213",".8",
"전국","5규모(300인이상)","153 전기ㆍ전자공학 기술자 및 시험원","2022. 1/2","121312","4453","3851","602","1409","1837","1.1",
"전국","5규모(300인이상)","153 전기ㆍ전자공학 기술자 및 시험원","2022. 2/2","125401","4305","3765","540","1094","1691",".9",
"전국","5규모(300인이상)","154 화학공학 기술자 및 시험원","2022. 1/2","25206","931","802","129","413","466","1.6",
"전국","5규모(300인이상)","154 화학공학 기술자 및 시험원","2022. 2/2","24990","684","600","84","436","438","1.7",
"전국","5규모(300인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","2022. 1/2","11083","292","288","4","215","215","1.9",
"전국","5규모(300인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","2022. 2/2","11424","339","336","3","98","155",".9",
"전국","5규모(300인이상)","156 섬유공학 기술자 및 시험원","2022. 1/2","674","32","32","0","7","7","1",
"전국","5규모(300인이상)","156 섬유공학 기술자 및 시험원","2022. 2/2","656","11","11","0","7","7","1.1",
"전국","5규모(300인이상)","157 식품공학 기술자 및 시험원","2022. 1/2","2731","77","72","5","108","108","3.8",
"전국","5규모(300인이상)","157 식품공학 기술자 및 시험원","2022. 2/2","2865","150","145","5","128","128","4.3",
"전국","5규모(300인이상)","158 소방ㆍ방재ㆍ산업안전ㆍ비파괴 기술자","2022. 1/2","20279","1220","1170","50","379","393","1.8",
"전국","5규모(300인이상)","158 소방ㆍ방재ㆍ산업안전ㆍ비파괴 기술자","2022. 2/2","23988","1345","1251","94","370","379","1.5",
"전국","5규모(300인이상)","159 제도사 및 기타 인쇄ㆍ목재 등 공학 기술자 및 시험원","2022. 1/2","1628","39","38","1","16","16","1",
"전국","5규모(300인이상)","159 제도사 및 기타 인쇄ㆍ목재 등 공학 기술자 및 시험원","2022. 2/2","1677","60","53","7","8","8",".5",
"전국","5규모(300인이상)","21 교육직","2022. 1/2","122633","17826","16943","883","492","1600",".4",
"전국","5규모(300인이상)","21 교육직","2022. 2/2","122493","17469","16840","629","790","2624",".6",
"전국","5규모(300인이상)","22 법률직","2022. 1/2","11423","543","517","26","222","231","1.9",
"전국","5규모(300인이상)","22 법률직","2022. 2/2","11851","422","401","21","239","239","2",
"전국","5규모(300인이상)","23 사회복지ㆍ종교직","2022. 1/2","9154","904","866","38","341","343","3.6",
"전국","5규모(300인이상)","23 사회복지ㆍ종교직","2022. 2/2","9844","583","519","64","225","228","2.2",
"전국","5규모(300인이상)","24 경찰ㆍ소방ㆍ교도직","2022. 1/2","567","0","0","0","36","36","6",
"전국","5규모(300인이상)","24 경찰ㆍ소방ㆍ교도직","2022. 2/2","596","0","0","0","44","44","6.9",
"전국","5규모(300인이상)","25 군인 ","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","25 군인 ","2022. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","211 대학교수 및 강사","2022. 1/2","113463","15635","14916","719","316","1382",".3",
"전국","5규모(300인이상)","211 대학교수 및 강사","2022. 2/2","113297","15940","15402","538","526","2204",".5",
"전국","5규모(300인이상)","212 학교 교사","2022. 1/2","560","0","0","0","0","0","0",
"전국","5규모(300인이상)","212 학교 교사","2022. 2/2","429","0","0","0","0","0","0",
"전국","5규모(300인이상)","213 유치원 교사","2022. 1/2","41","1","1","0","0","0","0",
"전국","5규모(300인이상)","213 유치원 교사","2022. 2/2","30","0","0","0","0","0","0",
"전국","5규모(300인이상)","214 문리ㆍ기술ㆍ예능 강사","2022. 1/2","1247","144","144","0","12","12","1",
"전국","5규모(300인이상)","214 문리ㆍ기술ㆍ예능 강사","2022. 2/2","1558","120","116","4","11","11",".7",
"전국","5규모(300인이상)","215 장학관 및 기타 교육 종사자","2022. 1/2","7321","2045","1882","163","164","206","2.2",
"전국","5규모(300인이상)","215 장학관 및 기타 교육 종사자","2022. 2/2","7179","1410","1321","89","252","409","3.4",
"전국","5규모(300인이상)","221 법률 전문가","2022. 1/2","5508","372","357","15","84","88","1.5",
"전국","5규모(300인이상)","221 법률 전문가","2022. 2/2","5799","224","210","14","126","126","2.1",
"전국","5규모(300인이상)","222 법률 사무원","2022. 1/2","5916","171","161","10","138","143","2.3",
"전국","5규모(300인이상)","222 법률 사무원","2022. 2/2","6052","197","191","6","114","114","1.8",
"전국","5규모(300인이상)","231 사회복지사 및 상담사","2022. 1/2","3362","351","313","38","120","122","3.4",
"전국","5규모(300인이상)","231 사회복지사 및 상담사","2022. 2/2","3355","184","165","19","85","88","2.5",
"전국","5규모(300인이상)","232 보육교사 및 기타 사회복지 종사자","2022. 1/2","4457","534","534","0","220","220","4.7",
"전국","5규모(300인이상)","232 보육교사 및 기타 사회복지 종사자","2022. 2/2","5214","391","346","45","140","140","2.6",
"전국","5규모(300인이상)","233 성직자 및 기타 종교 종사자","2022. 1/2","1335","19","19","0","1","1",".1",
"전국","5규모(300인이상)","233 성직자 및 기타 종교 종사자","2022. 2/2","1275","8","8","0","0","1","0",
"전국","5규모(300인이상)","240 경찰관, 소방관 및 교도관","2022. 1/2","567","0","0","0","36","36","6",
"전국","5규모(300인이상)","240 경찰관, 소방관 및 교도관","2022. 2/2","596","0","0","0","44","44","6.9",
"전국","5규모(300인이상)","250 군인","2022. 1/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","250 군인","2022. 2/2","0","0","0","0","0","0","0",
"전국","5규모(300인이상)","30 보건ㆍ의료직","2022. 1/2","283469","27036","25602","1434","5330","6353","1.8",
"전국","5규모(300인이상)","30 보건ㆍ의료직","2022. 2/2","286455","16559","14668","1891","6723","8339","2.3",
"전국","5규모(300인이상)","301 의사, 한의사 및 치과의사","2022. 1/2","42297","6452","6035","417","1011","996","2.3",
"전국","5규모(300인이상)","301 의사, 한의사 및 치과의사","2022. 2/2","43155","1547","1152","395","1154","1279","2.6",
"전국","5규모(300인이상)","302 수의사","2022. 1/2","142","19","19","0","1","1",".7",
"전국","5규모(300인이상)","302 수의사","2022. 2/2","138","20","20","0","1","1",".7",
"전국","5규모(300인이상)","303 약사 및 한약사","2022. 1/2","5009","507","471","36","159","158","3.1",
"전국","5규모(300인이상)","303 약사 및 한약사","2022. 2/2","4907","326","234","92","199","197","3.9",
"전국","5규모(300인이상)","304 간호사","2022. 1/2","152098","13083","12341","742","2829","3640","1.8",
"전국","5규모(300인이상)","304 간호사","2022. 2/2","152571","9143","8008","1135","4192","5544","2.7",
"전국","5규모(300인이상)","305 영양사","2022. 1/2","1918","112","106","6","10","11",".5",
"전국","5규모(300인이상)","305 영양사","2022. 2/2","1943","125","121","4","24","25","1.2",
"전국","5규모(300인이상)","306 의료기사ㆍ치료사ㆍ재활사","2022. 1/2","38811","2803","2748","55","502","539","1.3",
"전국","5규모(300인이상)","306 의료기사ㆍ치료사ㆍ재활사","2022. 2/2","39571","1756","1688","68","364","391",".9",
"전국","5규모(300인이상)","307 보건ㆍ의료 종사자","2022. 1/2","43194","4061","3882","179","818","1010","1.9",
"전국","5규모(300인이상)","307 보건ㆍ의료 종사자","2022. 2/2","44169","3643","3445","198","789","902","1.8",
"전국","5규모(300인이상)","41 예술ㆍ디자인ㆍ방송직","2022. 1/2","45848","2389","2051","338","1113","1209","2.4",
"전국","5규모(300인이상)","41 예술ㆍ디자인ㆍ방송직","2022. 2/2","47203","2291","2060","231","1086","1100","2.2",
"전국","5규모(300인이상)","42 스포츠ㆍ레크리에이션직","2022. 1/2","6577","540","467","73","415","421","5.9",
"전국","5규모(300인이상)","42 스포츠ㆍ레크리에이션직","2022. 2/2","6950","566","439","127","211","211","2.9",
"전국","5규모(300인이상)","411 작가ㆍ통번역가","2022. 1/2","2439","253","170","83","122","134","4.8",
"전국","5규모(300인이상)","411 작가ㆍ통번역가","2022. 2/2","2820","231","206","25","116","117","4",
"전국","5규모(300인이상)","412 기자 및 언론 전문가","2022. 1/2","7109","140","136","4","60","84",".8",
"전국","5규모(300인이상)","412 기자 및 언론 전문가","2022. 2/2","7614","109","108","1","83","83","1.1",
"전국","5규모(300인이상)","413 학예사ㆍ사서ㆍ기록물관리사","2022. 1/2","1715","117","114","3","15","23",".9",
"전국","5규모(300인이상)","413 학예사ㆍ사서ㆍ기록물관리사","2022. 2/2","1765","77","73","4","12","18",".7",
"전국","5규모(300인이상)","414 창작ㆍ공연 전문가(작가, 연극인 제외)","2022. 1/2","1591","54","53","1","9","9",".6",
"전국","5규모(300인이상)","414 창작ㆍ공연 전문가(작가, 연극인 제외)","2022. 2/2","1407","26","25","1","16","16","1.1",
"전국","5규모(300인이상)","415 디자이너","2022. 1/2","22036","1102","933","169","699","750","3.1",
"전국","5규모(300인이상)","415 디자이너","2022. 2/2","22203","988","913","75","617","626","2.7",
"전국","5규모(300인이상)","416 연극ㆍ영화ㆍ방송 전문가","2022. 1/2","10405","692","615","77","162","164","1.5",
"전국","5규모(300인이상)","416 연극ㆍ영화ㆍ방송 전문가","2022. 2/2","10645","794","677","117","200","200","1.8",
"전국","5규모(300인이상)","417 문화ㆍ예술 기획자 및 매니저","2022. 1/2","553","31","31","0","46","46","7.7",
"전국","5규모(300인이상)","417 문화ㆍ예술 기획자 및 매니저","2022. 2/2","748","65","58","7","41","41","5.2",
"전국","5규모(300인이상)","420 스포츠ㆍ레크리에이션 종사자","2022. 1/2","6577","540","467","73","415","421","5.9",
"전국","5규모(300인이상)","420 스포츠ㆍ레크리에이션 종사자","2022. 2/2","6950","566","439","127","211","211","2.9",
"전국","5규모(300인이상)","51 미용ㆍ예식 서비스직","2022. 1/2","786","21","20","1","12","14","1.5",
"전국","5규모(300인이상)","51 미용ㆍ예식 서비스직","2022. 2/2","783","31","30","1","4","4",".5",
"전국","5규모(300인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","2022. 1/2","16084","1035","1002","33","87","87",".5",
"전국","5규모(300인이상)","52 여행ㆍ숙박ㆍ오락 서비스직","2022. 2/2","19453","1654","1628","26","268","268","1.4",
"전국","5규모(300인이상)","53 음식 서비스직","2022. 1/2","26555","4647","4362","285","1050","1082","3.8",
"전국","5규모(300인이상)","53 음식 서비스직","2022. 2/2","28566","5406","4907","499","1229","1239","4.1",
"전국","5규모(300인이상)","54 경호ㆍ경비직","2022. 1/2","112990","16543","16267","276","1427","1609","1.2",
"전국","5규모(300인이상)","54 경호ㆍ경비직","2022. 2/2","116137","13116","12707","409","1489","1542","1.3",
"전국","5규모(300인이상)","55 돌봄 서비스직(간병ㆍ육아)","2022. 1/2","10294","1044","1033","11","71","94",".7",
"전국","5규모(300인이상)","55 돌봄 서비스직(간병ㆍ육아)","2022. 2/2","11044","847","832","15","146","125","1.3",
"전국","5규모(300인이상)","56 청소 및 기타 개인서비스직","2022. 1/2","133332","19670","19361","309","1355","1620","1",
"전국","5규모(300인이상)","56 청소 및 기타 개인서비스직","2022. 2/2","135330","14891","14365","526","1256","1350",".9",
"전국","5규모(300인이상)","511 미용 서비스원","2022. 1/2","241","10","9","1","7","7","2.8",
"전국","5규모(300인이상)","511 미용 서비스원","2022. 2/2","237","11","10","1","3","3","1.3",
"전국","5규모(300인이상)","512 결혼ㆍ장례 등 예식 서비스원","2022. 1/2","545","11","11","0","5","7",".9",
"전국","5규모(300인이상)","512 결혼ㆍ장례 등 예식 서비스원","2022. 2/2","546","20","20","0","1","1",".2",
"전국","5규모(300인이상)","521 여행 서비스원","2022. 1/2","937","8","8","0","2","2",".2",
"전국","5규모(300인이상)","521 여행 서비스원","2022. 2/2","1003","138","138","0","3","3",".3",
"전국","5규모(300인이상)","522 항공기ㆍ선박ㆍ열차 객실 승무원","2022. 1/2","10541","0","0","0","0","0","0",
"전국","5규모(300인이상)","522 항공기ㆍ선박ㆍ열차 객실 승무원","2022. 2/2","12657","0","0","0","106","106",".8",
"전국","5규모(300인이상)","523 숙박시설 서비스원","2022. 1/2","3912","555","523","32","68","68","1.7",
"전국","5규모(300인이상)","523 숙박시설 서비스원","2022. 2/2","4657","737","711","26","154","154","3.2",
"전국","5규모(300인이상)","524 오락시설 서비스원","2022. 1/2","694","471","471","0","18","18","2.5",
"전국","5규모(300인이상)","524 오락시설 서비스원","2022. 2/2","1137","779","779","0","5","5",".4",
"전국","5규모(300인이상)","531 주방장 및 조리사","2022. 1/2","7727","703","632","71","282","283","3.5",
"전국","5규모(300인이상)","531 주방장 및 조리사","2022. 2/2","7766","747","667","80","273","280","3.4",
"전국","5규모(300인이상)","532 식당 서비스원","2022. 1/2","18828","3944","3730","214","768","799","3.9",
"전국","5규모(300인이상)","532 식당 서비스원","2022. 2/2","20800","4659","4240","419","956","960","4.4",
"전국","5규모(300인이상)","541 경호ㆍ보안 종사자","2022. 1/2","21043","3312","3207","105","631","760","2.9",
"전국","5규모(300인이상)","541 경호ㆍ보안 종사자","2022. 2/2","20902","1809","1643","166","648","648","3",
"전국","5규모(300인이상)","542 경비원","2022. 1/2","91947","13231","13060","171","796","849",".9",
"전국","5규모(300인이상)","542 경비원","2022. 2/2","95236","11307","11065","242","841","895",".9",
"전국","5규모(300인이상)","550 돌봄 서비스 종사자","2022. 1/2","10294","1044","1033","11","71","94",".7",
"전국","5규모(300인이상)","550 돌봄 서비스 종사자","2022. 2/2","11044","847","832","15","146","125","1.3",
"전국","5규모(300인이상)","561 청소ㆍ방역 및 가사 서비스원","2022. 1/2","124230","17888","17666","222","1194","1461","1",
"전국","5규모(300인이상)","561 청소ㆍ방역 및 가사 서비스원","2022. 2/2","127182","13233","12846","387","1176","1263",".9",
"전국","5규모(300인이상)","562 검침ㆍ주차관리 및 기타 서비스 단순 종사자","2022. 1/2","9102","1782","1695","87","161","160","1.7",
"전국","5규모(300인이상)","562 검침ㆍ주차관리 및 기타 서비스 단순 종사자","2022. 2/2","8148","1657","1519","138","79","86","1",
"전국","5규모(300인이상)","61 영업ㆍ판매직","2022. 1/2","123562","11602","11123","479","3539","4086","2.8",
"전국","5규모(300인이상)","61 영업ㆍ판매직","2022. 2/2","127064","12040","11537","503","3592","4279","2.7",
"전국","5규모(300인이상)","62 운전ㆍ운송직","2022. 1/2","80476","4775","4324","451","1322","1317","1.6",
"전국","5규모(300인이상)","62 운전ㆍ운송직","2022. 2/2","79870","4900","4150","750","1751","1834","2.1",
"전국","5규모(300인이상)","611 부동산 컨설턴트 및 중개인","2022. 1/2","32","9","6","3","3","3","8.6",
"전국","5규모(300인이상)","611 부동산 컨설턴트 및 중개인","2022. 2/2","18","3","2","1","1","1","5.3",
"전국","5규모(300인이상)","612 영업원 및 상품중개인","2022. 1/2","62189","2199","1991","208","1349","1379","2.1",
"전국","5규모(300인이상)","612 영업원 및 상품중개인","2022. 2/2","63336","2334","2201","133","1353","1374","2.1",
"전국","5규모(300인이상)","613 텔레마케터","2022. 1/2","15252","1947","1775","172","991","1523","6.1",
"전국","5규모(300인이상)","613 텔레마케터","2022. 2/2","14832","1412","1243","169","402","1070","2.6",
"전국","5규모(300인이상)","614 소규모 상점 경영 및 일선 관리 종사자","2022. 1/2","38","0","0","0","0","0","0",
"전국","5규모(300인이상)","614 소규모 상점 경영 및 일선 관리 종사자","2022. 2/2","39","1","1","0","0","0","0",
"전국","5규모(300인이상)","615 판매 종사자","2022. 1/2","21356","2806","2744","62","346","354","1.6",
"전국","5규모(300인이상)","615 판매 종사자","2022. 2/2","21608","3376","3348","28","367","366","1.7",
"전국","5규모(300인이상)","616 매장 계산원 및 매표원","2022. 1/2","6186","340","340","0","81","58","1.3",
"전국","5규모(300인이상)","616 매장 계산원 및 매표원","2022. 2/2","7040","378","326","52","63","62",".9",
"전국","5규모(300인이상)","617 판촉 및 기타 판매 단순 종사자","2022. 1/2","18507","4301","4266","35","769","769","4",
"전국","5규모(300인이상)","617 판촉 및 기타 판매 단순 종사자","2022. 2/2","20191","4536","4416","120","1406","1406","6.5",
"전국","5규모(300인이상)","621 항공기ㆍ선박ㆍ철도 조종사 및 관제사","2022. 1/2","11825","79","79","0","38","24",".3",
"전국","5규모(300인이상)","621 항공기ㆍ선박ㆍ철도 조종사 및 관제사","2022. 2/2","11247","120","119","1","25","25",".2",
"전국","5규모(300인이상)","622 자동차 운전원","2022. 1/2","36546","1680","1469","211","724","728","1.9",
"전국","5규모(300인이상)","622 자동차 운전원","2022. 2/2","36027","1511","1301","210","892","936","2.4",
"전국","5규모(300인이상)","623 물품이동장비 조작원(크레인, 호이스트, 지게차)","2022. 1/2","13722","292","275","17","109","109",".8",
"전국","5규모(300인이상)","623 물품이동장비 조작원(크레인, 호이스트, 지게차)","2022. 2/2","14321","390","259","131","199","196","1.4",
"전국","5규모(300인이상)","624 택배원 및 기타 운송 종사자","2022. 1/2","18383","2724","2502","222","451","456","2.4",
"전국","5규모(300인이상)","624 택배원 및 기타 운송 종사자","2022. 2/2","18276","2880","2471","409","635","677","3.4",
"전국","5규모(300인이상)","70 건설ㆍ채굴직","2022. 1/2","17044","1699","1656","43","190","196","1.1",
"전국","5규모(300인이상)","70 건설ㆍ채굴직","2022. 2/2","16744","1318","1293","25","163","162","1",
"전국","5규모(300인이상)","701 건설구조 기능원","2022. 1/2","2174","138","137","1","2","2",".1",
"전국","5규모(300인이상)","701 건설구조 기능원","2022. 2/2","1931","131","131","0","5","5",".3",
"전국","5규모(300인이상)","702 건축마감 기능원","2022. 1/2","9261","857","834","23","146","154","1.6",
"전국","5규모(300인이상)","702 건축마감 기능원","2022. 2/2","8973","578","566","12","138","137","1.5",
"전국","5규모(300인이상)","703 배관공","2022. 1/2","2140","57","51","6","32","32","1.5",
"전국","5규모(300인이상)","703 배관공","2022. 2/2","1894","15","15","0","9","9",".5",
"전국","5규모(300인이상)","704 건설ㆍ채굴기계 운전원","2022. 1/2","147","0","0","0","2","1","1.3",
"전국","5규모(300인이상)","704 건설ㆍ채굴기계 운전원","2022. 2/2","141","25","25","0","2","2","1.4",
"전국","5규모(300인이상)","705 기타 건설ㆍ채굴 기능원(채굴포함)","2022. 1/2","562","23","23","0","0","0","0",
"전국","5규모(300인이상)","705 기타 건설ㆍ채굴 기능원(채굴포함)","2022. 2/2","507","77","72","5","0","0","0",
